报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),14904,6467,31305,23108,14593,6772,21396,15762,10254,4978,19164,15342,10399,4962,30120,23282,14472,6891,32632,24702,16226,5705,28089,21005,13938,6046,28310,20841,12779,6560,20905,16942,10738,4775,15602,11256,7442,3174,21237,16656,11908,5443,25425,21825,12821,6320,31721,24485,14848,7457,
营业收入(万元),14904,6467,31305,23108,14593,6772,21396,15762,10254,4978,19164,15342,10399,4962,30120,23282,14472,6891,32632,24702,16226,5705,28089,21005,13938,6046,28310,20841,12779,6560,20905,16942,10738,4775,15602,11256,7442,3174,21237,16656,11908,5443,25425,21825,12821,6320,31721,24485,14848,7457,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),17087,7444,31668,23609,15116,6950,24136,17545,11820,6104,25636,17145,11458,6178,36647,24785,15995,8040,35030,26188,17680,7032,29754,21970,14280,6914,27847,20274,12352,6294,20219,16078,10259,4665,21818,13824,9365,3996,21385,17072,11832,5483,27722,20630,11916,6149,31209,23566,14158,7239,
营业成本(万元),12121,5470,24832,18515,11488,5372,17472,12795,8554,4649,16601,12266,8265,4267,25020,18597,11842,6017,26004,19848,13212,4902,21020,16509,10889,5034,21649,15964,9595,5065,15842,13162,8370,3641,13330,9164,6081,2692,16590,13254,9354,4499,19852,16792,9330,4824,25248,19148,11339,5685,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),100,43,275,178,109,46,233,135,90,47,167,122,90,56,225,124,85,58,178,140,90,16,251,157,105,31,132,78,58,37,37,20,12,7,60,43,30,8,57,37,24,17,46,40,20,12,57,26,12,10,
销售费用(万元),900,435,1416,998,666,358,1404,903,585,344,1583,1002,695,376,2092,1344,899,458,1926,1375,990,395,1442,1078,667,401,1407,1030,698,384,1287,912,619,256,2016,903,668,344,1365,1153,801,289,1718,1442,937,347,1617,1533,943,676,
管理费用(万元),2542,1405,4194,3210,2192,1181,4980,3388,2173,1045,4739,3406,2337,1234,5503,3850,2589,1263,5006,3693,2330,1381,5117,3409,2218,1270,3769,2731,1707,657,2288,1594,1064,689,4020,2055,1587,866,2759,2253,1369,686,2214,2009,1417,857,3161,2132,1414,670,
财务费用(万元),1168,91,549,478,420,-69,372,364,464,19,987,741,465,246,965,394,403,243,1136,746,547,342,1097,863,440,179,734,445,366,150,493,299,252,71,326,236,219,86,483,293,202,-8,534,346,212,109,918,727,451,198,
资产减值损失(万元),257,--,402,231,242,61,-325,-39,-45,-1,1559,-392,-394,--,2842,477,177,--,780,386,512,-4,827,-46,-40,--,156,26,-72,--,272,91,-57,--,2066,1423,782,--,129,83,83,--,3357,--,--,0,209,--,--,0,
公允价值变动收益(万元),--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
投资收益(万元),--,--,--,--,--,--,1978,738,441,--,-78,-39,-39,--,--,--,--,--,-67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,-212,-273,-130,0,52,-62,6,6,-7,--,--,0,25,--,--,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,839,0,--,--,-78,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-1817,-977,459,-144,-523,-177,-762,-1045,-1126,-1126,-6550,-1843,-1099,-1216,-6527,-1503,-1523,-1148,-2465,-1486,-1454,-1327,-1665,-965,-342,-868,463,567,427,266,686,864,479,110,-6428,-2842,-2053,-823,-95,-478,82,-34,-2305,1195,905,171,537,919,690,218,
营业外收入(万元),2,139,461,19,275,72,1901,874,536,89,742,472,337,99,791,371,222,86,3476,2707,2344,2237,1530,726,92,68,485,139,125,94,472,95,94,43,386,85,24,10,415,199,78,73,443,116,77,3,170,49,75,2,
营业外支出(万元),11,10,1,4,4,1,44,25,0,0,47,500,500,0,1239,5,5,3,66,19,13,5,51,15,13,0,6,6,6,1,15,14,5,6,1228,1130,9,9,140,96,13,0,13,11,9,6,78,67,24,4,
非流动资产处置损失(万元),--,--,--,--,--,--,1,0,--,--,9,--,0,--,455,--,--,--,59,--,--,--,2,--,--,--,1,--,--,--,4,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,
利润总额(万元),-1826,-849,918,-130,-252,-106,1095,-196,-590,-1038,-5855,-1871,-1262,-1118,-6975,-1137,-1305,-1065,946,1202,878,906,-185,-255,-264,-801,941,701,546,359,1143,945,568,147,-7270,-3888,-2038,-822,180,-375,147,39,-1875,1300,973,168,629,902,740,216,
所得税费用(万元),--,--,127,116,37,39,223,129,29,--,33,--,0,--,110,0,--,--,133,11,--,0,130,26,26,2,65,--,--,65,6,68,69,--,45,-184,-111,--,102,-399,61,10,568,248,224,83,609,375,218,43,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
