报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),282556,139860,235708,113947,7059,1456,13162,8264,5669,1033,12141,6929,4308,1919,11875,8007,5819,3836,9053,6087,3740,1767,11666,10687,8534,5106,16208,8518,12355,9037,8859,
营业收入(万元),282556,139860,235708,113947,7059,1456,13162,8264,5669,1033,12141,6929,4308,1919,11875,8007,5819,3836,9053,6087,3740,1767,11666,10687,8534,5106,16208,8518,12355,9037,8859,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),248062,124372,206730,99723,6960,2048,13742,9145,6434,1761,12240,7536,4684,2290,11872,9199,6450,3602,8867,5346,3001,1445,8536,5394,4299,3316,10394,5379,7484,5521,5431,
营业成本(万元),211583,105892,172551,82814,4662,996,9140,5950,4086,693,8845,5047,3094,1615,8020,5485,3913,2523,5385,3446,2078,945,5986,5394,4299,2591,8074,4271,6079,4540,4565,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),486,231,645,369,144,51,275,80,75,3,107,25,22,14,83,66,66,55,57,40,26,9,110,104,80,46,140,68,6,--,--,
销售费用(万元),2711,1399,3202,1841,167,79,370,285,215,112,384,310,208,67,460,334,180,73,326,223,152,75,388,271,209,106,308,158,234,245,268,
管理费用(万元),27952,13584,24591,11778,2009,956,4082,3049,2183,1020,3175,2294,1567,745,3549,2921,2029,997,3137,2065,1145,428,2174,1614,982,492,1581,767,1051,888,464,
财务费用(万元),5195,3359,3713,1960,-102,-34,-111,-127,-77,-66,-298,-46,-113,-151,-428,322,191,-48,-270,-495,-468,-12,-365,81,105,81,215,92,74,5,-4,
资产减值损失(万元),135,-92,2029,962,79,--,-13,-92,-48,--,27,-93,-93,--,189,72,72,--,232,68,68,--,243,221,221,--,75,23,39,-157,139,
公允价值变动收益(万元),--,--,-10924,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
投资收益(万元),410,245,1099,381,208,72,339,128,80,46,352,-26,-186,-46,212,-203,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
