报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),11277,46884,30304,16263,5823,33180,19623,1857,519,11736,8133,3661,170,12841,9698,8397,1120,21816,16814,11035,547,27944,22529,29929,21046,25576,21899,12720,
营业收入(万元),11277,46884,30304,16263,5823,33180,19623,1857,519,11736,8133,3661,170,12841,9698,8397,1120,21816,16814,11035,547,27944,22529,29929,21046,25576,21899,12720,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),10073,48453,29949,17047,6003,31831,20045,5488,1553,19242,12096,5934,1658,15427,10130,7758,1766,18910,14497,9384,1488,22726,17983,23375,16653,19846,19292,12174,
营业成本(万元),7198,30171,18123,9988,3619,20224,11719,1315,273,10266,6279,2456,131,8098,5195,4524,763,12355,9723,6589,443,15484,12174,17720,12400,14384,14447,9392,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),192,594,425,235,217,381,203,4,1,107,85,-4,0,44,32,30,11,30,21,16,8,28,14,60,46,26,41,29,
销售费用(万元),598,3633,2490,1526,526,2433,1296,696,309,2505,1843,966,301,2532,1400,1053,231,2439,1609,1035,266,3002,2404,2815,2214,3167,3079,1722,
管理费用(万元),2185,7876,5819,4170,1765,5750,4178,2709,1284,5005,3791,2486,1399,3942,2833,1884,950,2837,2068,1355,718,2184,1651,1737,1344,1352,1076,886,
财务费用(万元),702,3612,2623,1534,525,684,261,163,100,73,50,50,40,421,349,223,93,262,150,63,42,769,708,831,435,371,228,22,
资产减值损失(万元),-802,2568,468,-406,-649,2359,2388,602,-414,1286,49,-21,-213,390,321,45,-282,987,926,325,10,1259,1031,212,215,545,422,124,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2045,-540,-13,-16,--,2563,2568,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-36,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
