报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),62679,232492,176366,119350,58593,228136,174486,115414,58063,183099,140719,96234,48083,165890,126898,87610,45359,147299,131976,124784,
营业收入(万元),62679,232492,176366,119350,58593,228136,174486,115414,58063,183099,140719,96234,48083,165890,126898,87610,45359,147299,131976,124784,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),58882,214901,160251,107876,53750,205703,156324,102305,50931,162623,124143,84052,42155,148459,112726,78008,40030,129074,118708,112814,
营业成本(万元),52833,188098,140926,94786,47080,179875,137389,89254,44442,139416,107017,71784,35925,127092,96789,65697,34082,107893,98078,91708,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),155,1085,744,503,260,1068,522,357,163,755,511,322,127,489,384,264,123,491,458,462,
销售费用(万元),3122,13206,9526,6278,3043,12429,8812,5830,2915,10117,7621,5026,2576,8261,6159,4286,2371,7923,7025,7497,
管理费用(万元),3475,14477,10505,7256,3793,13663,9969,6998,3812,12389,9007,6171,3272,11786,8731,6116,3476,12263,12110,12013,
财务费用(万元),-703,-2888,-1476,-995,-409,-1640,-619,-413,-402,-1189,-846,-77,255,11,82,48,-22,-643,349,484,
资产减值损失(万元),0,922,26,48,-15,308,251,279,2,1136,833,826,-0,820,626,1597,--,1201,798,709,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,289,289,289,210,812,685,624,206,704,370,27,13,45,45,36,--,53,111,60,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,11,11,11,14,57,39,27,13,45,45,36,--,53,111,60,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3833,19545,17621,12071,5052,23245,18847,13733,7339,21180,16945,12209,5941,17476,14172,9639,5329,18225,13268,11970,
营业外收入(万元),1,23,14,7,112,1441,1072,771,434,1714,1449,791,17,1649,1419,1203,566,1092,1147,1767,
营业外支出(万元),53,133,126,64,28,161,69,62,38,75,63,61,31,106,80,55,46,384,119,140,
非流动资产处置损失(万元),--,--,15,1,0,80,9,9,7,19,16,15,0,23,5,3,1,193,30,44,
利润总额(万元),3780,19434,17509,12014,5136,24524,19850,14442,7735,22819,18331,12939,5928,19019,15511,10787,5848,18933,14296,13596,
所得税费用(万元),740,3817,3321,2296,1113,5080,4017,2959,1752,4492,3295,2452,1197,3486,2759,1844,1285,3716,2551,2549,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3040,15617,14188,9718,4023,19444,15834,11483,5984,18327,15037,10487,4731,15533,12753,8942,4564,15217,11745,11047,
归属于母公司所有者的净利润(万元),2632,14417,13263,9023,3639,19083,15601,11392,5949,17843,14655,10158,4659,15469,12621,8770,4457,15017,11580,10982,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),408,1200,925,695,384,361,233,92,35,483,382,329,71,64,132,172,106,199,165,65,
基本每股收益,0.08,0.45,0.41,0.28,0.11,0.6,0.49,0.36,0.37,1.19,1,0.73,0.39,1.29,1.05,0.73,0.37,1.25,0.97,0.92,
稀释每股收益,0.08,0.45,0.41,0.28,0.11,0.6,0.49,0.36,0.37,1.19,1,0.73,0.39,1.29,1.05,0.73,0.37,1.25,0.97,0.92,
