报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),838588,556754,303228,1077696,810320,540859,296636,1048558,983517,900010,783214,678518,
营业收入(万元),838588,556754,303228,1077696,810320,540859,296636,1048558,983033,897535,781175,678518,
利息收入(万元),--,--,--,--,--,--,--,--,484,2475,2038,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),808892,537896,291266,1043392,784711,522756,284508,1013824,947209,867257,756903,658320,
营业成本(万元),663143,440392,239010,844086,636483,422853,231648,816366,765499,706228,617176,539825,
利息支出(万元),--,--,--,--,--,--,--,--,116,45,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),3469,2579,1479,5495,3232,2636,1677,6261,5297,4695,4283,3554,
销售费用(万元),130928,87059,46447,175019,129891,87137,45856,173234,160881,141886,119144,100819,
管理费用(万元),15604,10307,4904,20878,16360,11359,5345,20725,18864,17881,15837,13654,
财务费用(万元),-4329,-2427,-787,-2571,-1930,-1300,-239,-3066,-3735,-3550,248,362,
资产减值损失(万元),76,-15,213,485,675,71,221,306,287,71,215,106,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),280,152,27,-106,-73,-44,-23,-76,-29,-141,5324,-57,
对联营企业和合营企业的投资收益(万元),-85,-56,-26,-106,-73,-44,-23,-76,-18,-141,-129,-57,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),29976,19010,11990,34198,25536,18059,12106,34658,36279,32612,31635,20141,
营业外收入(万元),1011,634,225,2946,1406,870,283,3049,3292,2355,4977,3772,
营业外支出(万元),1094,847,113,883,487,164,129,442,1529,846,830,1199,
非流动资产处置损失(万元),121,101,22,58,43,29,4,235,288,337,259,267,
利润总额(万元),29894,18798,12102,36261,26455,18764,12259,37265,38042,34122,35782,22714,
所得税费用(万元),7429,4517,2883,11151,8633,6163,3589,12550,15269,11800,10881,7054,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),22465,14280,9219,25111,17822,12601,8670,24715,22773,22321,24901,15661,
归属于母公司所有者的净利润(万元),22464,14281,9223,25125,17837,12604,8670,24726,22780,21904,24542,15609,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),0,-0,-4,-14,-15,-3,-0,-10,-6,417,358,51,
基本每股收益,0.48,0.31,0.26,0.93,0.66,0.47,0.32,0.92,0.84,0.81,--,--,
稀释每股收益,--,--,--,--,--,--,--,--,--,--,--,--,
