报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),8184,5327,1885,10015,7646,5239,1803,9790,7356,9820,9076,6162,6011,
营业收入(万元),8184,5327,1885,10015,7646,5239,1803,9790,7356,9820,9076,6162,6011,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),6664,4094,1489,7609,5405,3767,1383,7051,5261,6934,6174,4270,3707,
营业成本(万元),3737,2422,858,4462,3361,2335,812,4209,3147,4210,3827,2579,2427,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),68,43,15,122,87,60,25,132,92,111,103,65,75,
销售费用(万元),1005,596,245,1023,669,446,200,921,640,885,808,486,419,
管理费用(万元),1802,979,361,1911,1183,852,311,1759,1314,1788,1583,1207,772,
财务费用(万元),-96,-77,-28,-82,-58,-36,-15,-132,-77,-139,-163,-120,-55,
资产减值损失(万元),147,130,38,173,163,111,50,162,145,79,16,52,69,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),180,130,51,16,9,9,9,60,35,43,15,1,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2094,1518,448,2422,2250,1480,428,2799,2130,2929,2917,1893,2304,
营业外收入(万元),61,2,117,769,548,327,72,709,484,883,737,498,620,
营业外支出(万元),20,0,0,10,--,--,--,4,--,6,6,--,1,
非流动资产处置损失(万元),20,0,--,--,--,--,--,3,--,1,--,--,1,
利润总额(万元),2136,1520,565,3181,2798,1807,501,3505,2613,3807,3648,2391,2923,
所得税费用(万元),350,220,88,452,427,266,77,502,392,385,442,318,-15,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1786,1300,477,2729,2371,1541,424,3002,2220,3422,3206,2074,2938,
归属于母公司所有者的净利润(万元),1786,1300,477,2729,2371,1541,424,3002,2220,3422,3206,2074,2938,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.37,0.27,0.1,0.72,0.66,0.43,0.12,0.83,0.62,0.95,0.89,0.58,--,
稀释每股收益,0.37,0.27,0.1,0.72,0.66,0.43,0.12,0.83,0.62,0.95,0.89,0.58,--,
