报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),74791,47294,19661,89876,65707,39157,15799,75745,71453,62937,
营业收入(万元),74791,47294,19661,89876,65707,39157,15799,75745,71453,62937,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),69369,43607,17985,83593,59845,36554,14862,71015,69301,62707,
营业成本(万元),60002,37679,15279,72158,52053,31420,12259,62504,61942,53860,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),307,237,58,518,287,167,86,356,192,130,
销售费用(万元),2303,1456,795,3232,2410,1419,725,2563,2162,2306,
管理费用(万元),5431,3341,1529,7876,5199,3427,1605,6552,4807,5675,
财务费用(万元),948,530,198,-701,-104,-86,85,-1281,-45,541,
资产减值损失(万元),378,364,125,509,--,208,102,321,243,195,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),5,5,2,94,80,77,56,193,29,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5745,3692,1678,6378,5942,2680,993,4922,2181,230,
营业外收入(万元),83,206,139,543,363,117,60,376,487,698,
营业外支出(万元),18,6,1,42,32,6,2,18,28,15,
非流动资产处置损失(万元),--,5,1,39,--,5,1,11,25,8,
利润总额(万元),5810,3892,1815,6879,6274,2791,1052,5279,2639,913,
所得税费用(万元),482,400,296,876,795,335,175,631,318,108,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),5328,3492,1519,6003,5478,2457,876,4649,2321,805,
归属于母公司所有者的净利润(万元),5330,3493,1520,6002,5480,2457,877,4648,2321,805,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-2,-1,-1,0,-1,-0,-0,1,-0,--,
基本每股收益,0.8,0.58,0.25,1,0.92,0.41,0.15,0.77,0.39,0.13,
稀释每股收益,0.8,0.58,0.25,1,0.92,0.41,0.15,0.77,0.39,0.13,
