报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),98769,62020,122702,61692,91753,73836,65525,
营业收入(万元),98769,62020,122702,61688,91753,73836,65393,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),82821,52985,104322,53895,79627,64305,60728,
营业成本(万元),71249,45623,86586,45350,65301,54525,52575,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),949,519,1387,537,1139,801,543,
销售费用(万元),1155,740,1022,405,875,951,686,
管理费用(万元),9901,6403,14035,6953,11300,8171,6672,
财务费用(万元),-786,-407,1145,489,830,-98,-31,
资产减值损失(万元),354,108,148,159,182,-45,282,
公允价值变动收益(万元),-553,-394,318,33,16,-16,--,
投资收益(万元),-68,43,22,--,-2,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),15327,8685,18720,7830,12141,9515,4797,
营业外收入(万元),1444,1152,742,545,549,348,317,
营业外支出(万元),215,116,621,360,29,181,43,
非流动资产处置损失(万元),193,115,573,--,29,165,--,
利润总额(万元),16556,9721,18841,8016,12660,9682,5072,
所得税费用(万元),2495,1514,3370,2310,3186,2817,1348,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),14061,8206,15471,5706,9474,6865,3724,
归属于母公司所有者的净利润(万元),14080,8200,15419,5617,9517,6899,3750,
被合并方在合并前实现净利润(万元),--,--,--,--,622,1670,1618,
少数股东损益(万元),-19,6,52,89,-43,-34,-26,
基本每股收益,0.53,0.31,0.61,0.24,0.4,--,--,
稀释每股收益,0.53,0.31,0.61,0.24,0.4,--,--,
