报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),18051,78309,50549,28421,10302,36106,25825,16665,6872,29259,21478,15401,6299,30994,23029,16013,27461,22209,25211,
营业收入(万元),18051,78309,50549,28421,10302,36106,25825,16665,6872,29259,21478,15401,6299,30994,23029,16013,27461,22209,25211,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),16737,71013,45563,25663,9618,32416,23147,15065,6472,25471,18750,13617,5569,27272,20401,14088,24970,20103,21355,
营业成本(万元),13160,57917,36275,19641,7023,24355,17405,11185,4716,19556,14462,10479,4293,21152,15889,10963,18904,14843,16719,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),75,454,319,218,64,358,167,113,63,218,163,97,50,230,149,95,162,127,125,
销售费用(万元),1214,4578,3358,2072,827,2826,2053,1413,557,2322,1711,1247,509,2340,1724,1188,2355,1979,1980,
管理费用(万元),2309,7632,5574,3487,1756,5029,3667,2418,1184,3479,2541,1691,732,3088,2359,1579,2824,2678,2250,
财务费用(万元),57,-617,-697,-38,-58,-351,-239,-157,-69,-128,-73,66,45,393,250,174,567,464,282,
资产减值损失(万元),-77,1049,733,285,5,199,95,93,20,24,-53,37,-59,68,30,89,158,12,-1,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,11,--,--,-1,-11,-23,-109,-13,7,6,
投资收益(万元),--,322,322,306,19,71,71,71,71,53,65,65,-0,-73,-50,-18,109,66,12,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1349,7962,5648,3226,704,3762,2749,1671,472,3852,2793,1849,729,3638,2555,1798,2586,2179,3874,
营业外收入(万元),--,--,--,--,124,316,252,252,219,136,116,95,16,186,85,81,247,1108,122,
营业外支出(万元),2,17,20,16,9,64,50,17,9,46,36,17,7,45,39,28,48,48,67,
非流动资产处置损失(万元),--,--,--,--,--,20,--,--,--,--,--,--,--,0,--,--,--,13,2,
利润总额(万元),1347,7945,5628,3210,819,4014,2951,1906,682,3943,2873,1927,738,3778,2601,1851,2785,3239,3929,
所得税费用(万元),208,933,719,424,91,491,378,267,104,602,397,278,148,553,327,347,374,418,539,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1138,7012,4909,2786,728,3522,2573,1639,578,3341,2476,1649,590,3225,2274,1504,2411,2821,3390,
归属于母公司所有者的净利润(万元),1138,7012,4909,2786,728,3522,2573,1639,578,3341,2476,1649,590,3225,2274,1504,2411,2821,3390,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.05,0.31,0.22,0.12,0.07,0.34,0.26,0.16,0.06,0.38,0.3,0.22,0.08,0.43,0.3,0.2,0.32,0.38,0.45,
稀释每股收益,0.05,0.31,0.22,0.12,0.07,0.34,0.26,0.16,0.06,0.38,0.3,0.22,0.08,0.43,0.3,0.2,0.32,0.38,0.45,
