报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),990784,443168,2164230,291875,143627,17015,393277,180485,72064,47291,144364,103288,67310,28462,128319,96077,61367,37953,148746,114639,93992,14942,178055,112494,92992,56743,148562,58817,28364,10575,153001,134496,116048,66310,101737,31895,7974,119,171883,61133,1181,659,97326,9090,5477,2924,113104,2134,1827,1007,
营业收入(万元),990784,443168,2164230,291875,143627,17015,393277,180485,72064,47291,144364,103288,67310,28462,128319,96077,61367,37953,148746,114639,93992,14942,178055,112494,92992,56743,148562,58817,28364,10575,153001,134496,116048,66310,101737,31895,7974,119,171883,61133,1181,659,97326,9090,5477,2924,113104,2134,1827,1007,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,0,0,--,--,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,0,0,--,--,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,0,0,--,--,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,
营业总成本(万元),784640,343367,1867976,258495,137317,29512,331662,133862,58056,33934,114826,76763,49374,19056,92613,64921,42055,25384,106073,79656,65988,12068,124192,74661,60536,36648,93928,36162,18166,6712,129786,112882,96813,50632,84626,26837,9888,1579,162159,55137,2667,2073,88839,12500,8491,3505,112937,6802,4726,2268,
营业成本(万元),676738,287881,1561014,222730,113597,17266,263408,86290,35441,22288,69281,48280,29769,12886,65350,45853,30426,19808,71700,56023,47273,8614,80845,45971,37023,22291,62480,28053,13485,4612,98230,96030,84375,45342,58537,19911,5894,184,124257,47362,826,624,73473,6736,4365,2316,89389,1836,1519,660,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,0,0,--,--,0,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,0,0,--,--,0,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,0,0,--,--,0,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,0,0,--,--,0,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,0,0,--,--,0,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,0,0,--,--,0,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,
营业税金及附加(万元),63779,40590,154383,10441,6319,759,38989,30486,11671,7839,26818,19461,13890,4957,20535,16912,9921,5083,27220,20830,16382,2362,35084,24290,20777,12583,23311,3638,1674,499,21476,11738,9191,4310,16864,2265,717,5,11931,3959,66,40,6316,579,337,150,7331,91,76,33,
销售费用(万元),27849,6843,113975,19035,13656,10196,22752,13118,8344,2873,12481,3584,1393,598,5832,3324,2134,845,5862,2515,1696,875,5725,3305,1756,1040,5427,3027,1766,850,4293,2592,1395,344,4491,3125,2263,705,7150,3403,1720,924,5414,4449,2636,1102,5530,3314,2014,793,
管理费用(万元),12381,5887,32799,4485,3173,1361,7396,4482,2897,1089,9055,5725,4518,684,4171,2004,1378,648,3689,1995,1316,614,3883,2180,1472,730,3762,2104,1493,829,5425,3429,2707,638,3023,1945,1361,685,2718,1542,1098,493,1983,1248,817,378,2068,1271,965,480,
财务费用(万元),5269,2166,6284,1883,651,-70,-727,-514,-299,-130,-366,-301,-210,-69,-3179,-2889,-1821,-1000,-1877,-1335,-624,-398,-884,-524,-232,4,-414,-311,-203,-78,-133,-60,-8,-1,-163,-118,-56,-1,-227,-105,-20,-8,-136,53,28,-56,943,656,597,324,
资产减值损失(万元),-1376,--,-478,-80,-80,--,-155,1,1,-25,-2442,14,14,--,-97,-283,17,--,-522,-371,-55,--,-463,-561,-261,--,-638,-348,-48,--,494,-847,-847,--,1874,-291,-291,0,16329,-1024,-1024,0,1787,-565,309,-385,7676,-366,-445,-22,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,0,0,--,--,0,0,--,0,0,
投资收益(万元),--,--,120,-227,-227,--,-3447,-6406,-6406,--,1465,1273,1273,1028,8692,7023,6611,--,8947,6021,6021,--,4005,2875,2875,--,2785,2067,2067,310,248,495,495,--,1738,-209,-209,0,908,520,520,176,575,1880,875,0,-451,-157,28,3,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,-3447,-6406,-6406,--,438,245,245,--,7369,6611,6611,--,8947,6021,6021,--,4005,2875,2875,--,2272,--,--,--,328,--,0,--,0,--,--,0,0,0,--,0,0,--,--,0,0,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,0,0,--,--,0,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,
营业利润(万元),206145,99798,296487,33168,6083,-12496,58168,40217,7602,13357,31004,27798,19209,10433,44398,38179,25923,12568,51620,41004,34025,2874,57867,40708,35331,20095,57419,24722,12265,4172,23463,22109,19729,15678,18850,4849,-2123,-1459,10632,6516,-967,-1238,9062,-1529,-2140,-581,-284,-4825,-2871,-1258,
营业外收入(万元),645,481,1617,71,62,37,95,67,49,23,59,32,19,4,123,97,52,36,109,87,64,20,21,4,2,--,464,252,250,234,21,14,10,4,367,44,25,19,241,110,85,81,2513,2310,23,1,151,57,28,19,
