报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
对联营企业和合营企业的投资收益(万元),15,13,12,-26,-16,-27,-4,-41,-15,-13,-5,-15,-9,-4,-2,-49,-53,-16,-70,-80,--,--,-2,-7,--,--,-4,-30,--,--,-12,-16,--,--,--,8,--,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业利润(万元),2553,2050,457,-1512,1580,166,816,6899,7482,6598,704,3134,2846,1988,-85,-39756,-12568,-6734,-3426,-19779,-630,5077,637,5178,11736,8409,1217,14055,11243,6833,1910,11290,6102,3955,852,6945,4068,3258,3421,2291,1762,179,
营业外收入(万元),145,18,29,122,78,11,29,475,128,68,49,1127,164,74,39,480,208,140,70,700,355,273,268,564,151,139,126,294,117,109,95,253,145,15,12,11,8,2,67,3,57,0,
营业外支出(万元),4,13,2,142,27,19,7,541,97,24,30,173,114,48,27,8339,2446,2463,18,3242,52,28,4,83,21,12,8,172,25,7,5,46,16,25,12,26,8,6,99,17,4,3,
非流动资产处置损失(万元),--,--,--,--,10,9,3,72,50,12,8,86,46,32,14,138,116,67,--,77,32,13,--,24,--,7,--,13,--,--,--,14,--,--,--,1,--,0,0,0,0,0,
利润总额(万元),2693,2055,484,-1532,1631,158,838,6833,7512,6642,722,4088,2896,2013,-73,-47614,-14806,-9057,-3373,-22321,-327,5322,901,5659,11865,8536,1335,14177,11335,6935,2000,11497,6232,3946,853,6930,4068,3254,3390,2276,1815,176,
所得税费用(万元),1231,992,114,1785,975,842,94,2764,983,941,133,870,669,376,83,975,264,441,23,2105,2462,2432,168,2137,2050,1816,248,3174,2369,1214,381,2405,1186,813,75,1199,880,745,473,252,205,72,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
净利润(万元),1462,1063,370,-3317,656,-684,744,4069,6529,5702,589,3218,2227,1637,-157,-48589,-15071,-9498,-3396,-24427,-2788,2890,734,3522,9815,6720,1087,11004,8966,5721,1619,9092,5045,3133,778,5731,3188,2509,2917,2024,1611,104,
归属于母公司所有者的净利润(万元),230,220,47,-4469,-1017,-1706,54,1176,2094,2388,74,1269,523,118,68,-38708,-9906,-5789,-2286,-14413,-3558,466,411,1285,4199,2909,675,7038,5863,3832,1187,6642,4382,2421,785,5023,2897,2229,2763,1819,1310,94,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,
少数股东损益(万元),1232,843,324,1152,1673,1022,690,2893,4435,3314,515,1948,1705,1519,-225,-9880,-5165,-3710,-1110,-10013,770,2424,323,2238,5615,3811,412,3965,3104,1889,432,2450,664,712,-7,707,292,280,154,222,301,10,
基本每股收益,0.01,0.01,0,-0.12,-0.03,-0.04,0,0.03,0.06,0.06,0,0.04,0.01,0,0,-1.08,-0.28,-0.16,-0.06,-0.4,-0.1,0.01,0.01,0.04,0.12,0.08,0.02,0.2,0.16,0.11,0.07,0.37,0.25,0.14,0.09,0.71,0.45,0.35,0.64,0.42,0.97,0.1,
稀释每股收益,0.01,0.01,0,-0.12,-0.03,-0.04,0,0.03,0.06,0.06,0,0.04,0.01,0,0,-1.08,-0.28,-0.16,-0.06,-0.4,-0.1,0.01,0.01,0.04,0.12,0.08,0.02,0.2,0.16,0.11,0.06,0.37,0.25,0.14,0.09,0.71,0.45,0.35,0.64,0.42,0.97,0.1,
