报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),95462,66830,32174,119959,86381,60573,30443,117478,103315,95859,75736,
营业收入(万元),95462,66830,32174,119959,86381,60573,30443,117478,103315,95859,75736,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),77528,53037,25051,94573,68891,47593,22166,88747,78963,75655,64343,
营业成本(万元),68787,46550,22513,83295,60279,41390,19884,77695,68381,65359,52850,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1272,911,432,1221,730,412,101,241,497,535,101,
销售费用(万元),1636,1257,334,2682,1915,1527,502,2024,1400,1355,1205,
管理费用(万元),5211,3671,1549,5898,4702,3347,1388,6801,6121,6112,7520,
财务费用(万元),405,444,223,1278,906,558,291,1692,2563,2234,2651,
资产减值损失(万元),217,205,--,198,360,360,--,294,-0,60,16,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,3,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),18035,13793,7122,25386,17490,12979,8277,28731,24352,20204,11396,
营业外收入(万元),410,366,21,207,76,76,0,344,433,298,171,
营业外支出(万元),55,55,3,3,3,3,3,13,109,47,--,
非流动资产处置损失(万元),54,54,--,2,2,2,--,12,108,17,--,
利润总额(万元),18390,14105,7140,25590,17562,13052,8274,29063,24676,20455,11566,
所得税费用(万元),2778,2136,1071,3835,2760,1961,1243,4374,3688,3063,1968,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),15612,11969,6069,21754,14803,11091,7031,24688,20988,17392,9598,
归属于母公司所有者的净利润(万元),15612,11969,6069,21754,14803,11091,7031,24688,20988,17392,9598,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.39,0.32,0.16,0.57,0.39,0.29,0.19,0.66,0.6,0.5,0.28,
稀释每股收益,0.39,0.32,0.16,0.57,0.39,0.29,0.19,0.66,0.6,0.5,0.28,
