报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),31667,19143,7458,44503,27912,15364,5669,30179,19049,11680,4861,21742,15923,9521,3619,18381,13564,7113,2017,15425,10968,15208,13821,
营业收入(万元),31667,19143,7458,44503,27912,15364,5669,30179,19049,11680,4861,21742,15923,9521,3619,18381,13564,7113,2017,15425,10968,15208,13821,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),29626,18105,7520,40902,23956,13201,5220,24192,14572,8845,4155,16486,11729,7135,3064,13884,9782,5490,1886,11741,8377,11236,10146,
营业成本(万元),19704,11736,4627,25865,15546,8296,3061,15099,9170,5529,2424,10588,7752,4638,1796,9114,6711,3576,1048,8021,5678,8088,7348,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2025,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),332,217,93,454,299,178,91,328,190,127,24,256,198,117,39,152,107,55,11,146,107,161,110,
销售费用(万元),3724,2400,1007,4721,3247,1945,803,3441,1992,1247,574,2003,1245,754,319,1541,1038,671,296,1411,1029,1100,1043,
管理费用(万元),3507,3604,1783,9330,4739,2767,1331,4975,3162,1959,1100,3555,2504,1624,842,2856,1738,1028,484,2010,1463,1724,1495,
财务费用(万元),-19,-19,-6,-134,-168,-113,-53,-238,-143,-108,-32,-247,-100,-78,-9,47,45,50,29,31,25,109,113,
资产减值损失(万元),353,169,16,666,293,128,-13,586,202,92,65,331,131,79,78,173,143,109,19,122,74,54,37,
公允价值变动收益(万元),--,--,--,308,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),471,294,--,251,241,39,28,24,-22,12,36,107,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,32,-48,-18,-27,-73,-39,--,-5,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2960,1683,32,5644,4197,2202,477,6011,4455,2847,742,5362,4194,2387,555,4497,3782,1624,130,3684,2591,3972,3675,
营业外收入(万元),55,39,12,99,909,390,214,1006,783,329,146,662,398,154,47,493,333,225,194,355,236,261,263,
营业外支出(万元),57,27,10,20,21,20,9,39,39,38,2,57,35,24,6,30,9,7,5,19,12,3,7,
非流动资产处置损失(万元),--,--,--,--,7,7,5,5,5,5,--,1,2,2,--,3,2,0,--,7,--,--,--,
利润总额(万元),2958,1694,34,5724,5085,2573,682,6978,5199,3137,887,5967,4557,2517,596,4961,4105,1841,319,4019,2815,4231,3930,
所得税费用(万元),331,188,-42,943,718,346,90,1016,709,506,133,822,701,415,104,685,654,311,68,548,449,609,567,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2627,1506,76,4781,4366,2227,592,5962,4490,2631,754,5145,3856,2101,492,4276,3452,1531,250,3472,2366,3621,3364,
归属于母公司所有者的净利润(万元),2647,1643,279,4396,4389,2310,652,5704,4333,2549,751,5145,3856,2101,492,4276,3452,1531,250,3472,2366,3621,3364,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-19,-137,-203,385,-23,-83,-60,258,157,81,3,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.1,0.06,0.01,0.17,0.17,0.09,0.05,0.48,0.37,0.22,0.06,0.44,0.33,0.18,0.09,1.07,--,0.38,0.06,0.87,--,0.91,0.84,
稀释每股收益,0.1,0.06,0.01,0.17,0.17,0.09,0.05,0.47,0.37,0.22,0.06,0.44,0.33,0.18,0.09,1.07,--,0.38,0.06,0.87,--,0.91,0.84,
