报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
营业总收入(万元),10326,44119,26884,20254,10330,43658,37959,24970,12487,53515,36747,23907,10533,40720,25017,17336,4183,26080,16415,8570,4691,20229,14678,11973,6148,19753,14213,9145,4698,20056,13278,8622,17569,13497,7921,13718,6273,
营业收入(万元),10326,44119,26884,20254,10330,43658,37959,24970,12487,53515,36747,23907,10533,40720,25017,17336,4183,26080,16415,8570,4691,20229,14678,11973,6148,19753,14213,9145,4698,20056,13278,8622,17569,13497,7921,13718,6273,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
营业总成本(万元),6633,40983,23473,16897,8412,39297,29300,18884,9564,43976,28130,18257,8091,33941,21005,15640,5553,27432,15576,9808,4252,17116,11741,8524,4444,14118,10021,6572,3760,12639,8719,6067,11691,8966,5926,9384,4385,
营业成本(万元),4669,22085,11397,8869,4651,20371,17489,11045,6332,24904,18285,11850,5084,18654,11429,9791,2672,14210,6933,4102,1600,8694,7040,5346,3054,9374,6394,4294,2403,7120,4936,3287,6384,4855,3022,4532,4124,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
营业税金及附加(万元),38,341,217,84,40,207,49,47,6,213,58,50,4,145,69,53,13,146,49,6,4,93,39,25,3,67,35,17,2,70,54,40,66,49,34,100,9,
销售费用(万元),294,3561,2229,1432,547,3208,2072,1338,582,4092,1977,1321,689,2466,1615,1027,558,2402,1632,1060,471,1555,992,655,307,1028,775,451,290,904,627,422,1140,753,506,981,32,
管理费用(万元),2865,12851,8551,5617,2815,13987,8640,5922,2698,13752,6983,4575,2210,12176,7616,4840,2409,10276,6773,4602,2218,7039,3905,2547,1376,4310,3138,2045,1102,4597,2763,2071,3912,3197,2304,3712,196,
财务费用(万元),70,249,129,76,33,-4,6,20,-0,-203,-167,-127,-77,-174,-128,-94,-64,-361,-302,-146,-66,-737,-693,-446,-566,-915,-682,-463,-209,-259,-59,35,58,32,-0,-18,2,
资产减值损失(万元),-1304,1897,949,820,325,1528,1045,511,-55,1218,995,588,181,675,404,24,-35,759,491,184,25,472,458,397,270,255,361,227,170,206,399,212,132,81,60,78,20,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
投资收益(万元),-38,-450,-80,38,41,-277,76,39,31,320,494,222,81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,79,-64,
对联营企业和合营企业的投资收益(万元),-46,-546,-127,-10,33,-533,-137,-119,-22,-174,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
营业利润(万元),3750,4593,4099,3894,1959,4083,8735,6126,2954,9860,9111,5871,2523,6778,4013,1695,-1371,-1352,840,-1237,438,3113,2937,3449,1704,5635,4192,2573,938,7418,4559,2555,5878,4530,1995,4412,1824,
营业外收入(万元),12,409,179,148,207,2555,1131,811,682,1997,152,133,6,939,31,24,5,223,48,3,0,121,37,36,36,353,52,2,1,353,12,12,250,250,250,147,2,
营业外支出(万元),--,5,8,5,0,15,1,1,1,3,2,2,2,42,0,0,0,0,0,0,0,1,1,0,0,8,8,0,0,0,--,0,0,--,0,0,0,
非流动资产处置损失(万元),--,--,4,3,0,4,1,1,1,1,0,0,--,--,--,--,--,--,--,--,--,1,1,0,0,6,--,0,0,0,--,0,0,--,0,0,0,
利润总额(万元),3762,4996,4270,4037,2167,6624,9865,6936,3635,11853,9261,6002,2527,7675,4043,1720,-1366,-1130,888,-1234,439,3233,2973,3485,1740,5980,4236,2574,939,7771,4571,2567,6128,4780,2245,4559,1825,
所得税费用(万元),513,800,779,672,376,983,1422,934,598,1744,1409,885,353,1052,593,237,-134,91,160,104,120,463,509,498,254,886,488,375,158,1039,636,330,769,585,186,459,184,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
净利润(万元),3249,4196,3491,3364,1790,5641,8443,6002,3038,10109,7852,5118,2174,6623,3450,1483,-1232,-1221,728,-1338,319,2770,2465,2987,1486,5094,3748,2199,781,6732,3935,2237,5359,4195,2058,4100,1641,
归属于母公司所有者的净利润(万元),2561,3054,2412,2456,1238,4001,6544,4466,2204,7827,6156,4117,1785,5152,2753,1127,-1109,-1533,310,-1160,43,2435,2043,2412,1060,4778,3705,2183,749,5640,3487,1876,3962,2898,1502,2945,1641,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,0,
少数股东损益(万元),688,1142,1079,909,552,1640,1899,1536,833,2282,1695,1001,389,1471,697,356,-123,312,418,-178,276,336,422,575,425,316,43,16,32,1091,448,361,1397,1297,556,1155,0,
基本每股收益,0.05,0.05,0.04,0.04,0.02,0.07,0.12,0.08,0.04,0.14,0.11,0.15,0.06,0.19,0.1,0.04,-0.04,-0.06,0.01,-0.04,0,0.09,0.07,0.09,0.08,0.34,0.27,0.16,0.11,0.95,0.65,0.36,0.76,0.56,0.29,0.6,0.94,
稀释每股收益,0.05,0.05,0.04,0.04,0.02,0.07,0.12,0.08,0.04,0.14,0.11,0.15,0.06,0.19,0.1,0.04,-0.04,-0.06,0.01,-0.04,0,0.09,0.07,0.09,0.08,0.34,0.27,0.16,0.11,0.95,0.65,0.36,0.76,0.56,0.29,0.6,0.94,
