报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),61240,40389,68829,48171,32131,60247,42573,52431,35282,15684,
营业收入(万元),61240,40389,68829,48171,32131,60247,42573,52431,35282,15684,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),53694,36004,60258,41919,28347,53060,38200,44762,31752,14659,
营业成本(万元),45392,30408,51227,35780,24148,45085,33019,37812,25693,10929,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),326,225,439,262,191,340,244,254,147,41,
销售费用(万元),949,488,1200,784,465,968,763,1386,1069,573,
管理费用(万元),5348,3209,5935,4083,2635,5177,3719,4201,3501,2460,
财务费用(万元),196,167,319,211,164,134,103,188,424,508,
资产减值损失(万元),1483,1508,1138,799,743,1355,351,921,919,148,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),145,--,--,--,--,--,--,--,--,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7692,4384,8572,6252,3784,7187,4373,7669,3530,1025,
营业外收入(万元),272,173,787,465,57,365,163,302,431,317,
营业外支出(万元),4,4,2,2,2,6,6,5,4,0,
非流动资产处置损失(万元),2,2,1,1,1,1,1,3,3,--,
利润总额(万元),7959,4554,9356,6716,3840,7545,4530,7966,3957,1342,
所得税费用(万元),1123,712,1265,957,595,1058,866,1109,557,173,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),6836,3842,8092,5759,3244,6487,3664,6857,3400,1168,
归属于母公司所有者的净利润(万元),6825,3848,8100,5772,3260,6527,3688,6857,3400,1168,
被合并方在合并前实现净利润(万元),--,--,--,--,--,-1,--,160,--,--,
少数股东损益(万元),11,-6,-8,-13,-16,-40,-24,--,--,--,
基本每股收益,0.51,0.32,0.68,0.48,0.27,0.55,0.31,0.61,1.5,0.51,
稀释每股收益,0.51,0.32,0.68,0.48,0.27,0.55,0.31,0.61,1.5,0.51,
