报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),309473,207423,123062,54317,245506,167699,102656,45089,203348,124584,88905,35438,168539,114432,81004,30708,152354,100798,65734,26459,131908,82978,57118,24052,104442,75515,51364,23042,78356,54626,36105,15591,55216,37524,23754,12779,46650,35726,22119,38686,27932,27702,20399,
营业收入(万元),309473,207423,123062,54317,245506,167699,102656,45089,203348,124584,88905,35438,168539,114432,81004,30708,152354,100798,65734,26459,131908,82978,57118,24052,104442,75515,51364,23042,78356,54626,36105,15591,55216,37524,23754,12779,46650,35726,22119,38686,27932,27702,20399,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
营业总成本(万元),272617,179707,105335,46988,212372,138943,86124,39114,172237,103803,72739,29899,142229,89883,64186,26101,122463,79751,51959,22589,106068,68192,46105,20596,89435,64420,43331,19703,66016,45925,30995,13380,45633,31131,20206,10731,39531,29938,19096,34313,24235,24241,18026,
营业成本(万元),212091,143456,81292,35912,163859,113313,69587,30360,138808,84372,59921,23594,111085,74204,52969,20821,97793,69439,44947,17872,87621,59424,40476,17626,75259,57179,38517,17055,54610,40352,27042,11404,39042,26061,16706,9017,33806,26038,16491,28723,20451,20219,14612,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
