报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),76157,49606,90106,65034,85423,61180,94661,106068,90845,
营业收入(万元),76157,49606,90106,65034,85423,61180,94661,106068,90845,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),69410,44798,79441,56638,76851,54132,81712,91513,80332,
营业成本(万元),58211,37483,65382,46699,62885,45344,70487,78875,68606,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),590,324,828,523,638,372,557,739,410,
销售费用(万元),2654,1857,3426,2229,2244,1552,2331,3264,3117,
管理费用(万元),5104,3332,6853,5241,7882,4420,6340,6318,5772,
财务费用(万元),2022,1470,2105,1588,2585,2008,1712,1958,1812,
资产减值损失(万元),829,331,847,358,618,436,286,358,615,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,
投资收益(万元),1510,1334,730,643,134,100,175,109,8,
对联营企业和合营企业的投资收益(万元),1477,1319,692,615,11,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),8257,6141,11395,9038,8705,7148,13124,14665,10522,
营业外收入(万元),149,67,949,875,1164,1153,530,1657,827,
营业外支出(万元),22,18,30,19,31,26,43,212,29,
非流动资产处置损失(万元),22,18,21,10,20,15,29,156,--,
利润总额(万元),8384,6191,12313,9894,9838,8275,13611,16110,11319,
所得税费用(万元),1112,787,1675,1596,1697,1343,2152,2348,1592,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),7272,5404,10638,8299,8141,6932,11459,13762,9727,
归属于母公司所有者的净利润(万元),7272,5404,10638,8299,8141,6932,11459,13762,9727,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,
基本每股收益,0.76,0.56,1.11,0.86,0.85,0.72,1.19,1.33,0.92,
稀释每股收益,0.76,0.56,1.11,0.86,0.85,0.72,1.19,1.33,0.92,
