报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),212085,143414,76969,265421,191336,131312,72446,274151,204946,141231,80236,251098,245054,192581,155645,
营业收入(万元),212085,143414,76969,265421,191336,131312,72446,274151,204946,141231,80236,251098,245054,192581,155645,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),200838,135579,72869,254463,184221,126823,69762,262429,196963,135227,77347,238509,234514,182589,145537,
营业成本(万元),176366,119141,64178,218895,158415,108727,60361,225036,168830,116293,67097,206081,205104,162411,132790,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),3291,2229,1298,4218,2663,1909,1145,4330,3300,2251,1414,3637,3368,2239,1696,
销售费用(万元),12384,8260,4385,16313,12012,8356,4397,17474,12818,8499,4449,14291,13052,9312,6236,
管理费用(万元),7605,5049,2509,11311,8563,5837,2992,11247,8403,5711,3007,10838,9612,6567,4217,
财务费用(万元),1190,899,498,3357,2664,1971,848,4392,3502,2415,1371,3679,3269,1917,722,
资产减值损失(万元),2,2,--,369,-95,22,18,-50,109,58,9,-18,109,142,-124,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),67,--,--,67,67,67,--,112,112,112,--,36,88,319,214,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,-6,159,-22,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),11314,7834,4101,11026,7183,4557,2684,11834,8095,6116,2889,12625,10627,10312,10322,
营业外收入(万元),203,124,69,791,336,290,140,1049,384,42,22,394,303,161,282,
营业外支出(万元),315,271,257,286,267,263,261,317,301,284,279,301,306,8,170,
非流动资产处置损失(万元),16,0,--,1,2,1,--,0,--,--,--,0,53,0,12,
利润总额(万元),11202,7687,3913,11531,7252,4584,2563,12566,8178,5873,2633,12718,10624,10465,10434,
所得税费用(万元),1793,1237,613,1870,1200,761,441,2171,1556,1136,485,2122,1656,1932,1815,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),9409,6450,3300,9661,6052,3823,2122,10395,6622,4737,2148,10595,8968,8533,8619,
归属于母公司所有者的净利润(万元),9409,6450,3300,9661,6052,3823,2122,10395,6622,4737,2148,10595,8968,8533,8619,
被合并方在合并前实现净利润(万元),--,6450,--,9661,--,3823,--,--,--,4737,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.39,0.27,0.14,0.44,0.29,0.2,0.12,0.58,0.37,0.26,0.12,0.59,0.5,0.47,0.98,
稀释每股收益,0.39,0.27,0.14,0.44,0.29,0.2,0.12,0.58,0.37,0.26,0.12,0.59,0.5,0.47,0.98,
