报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),57780,37876,17764,55744,38922,25849,12024,46497,34699,47294,45195,35503,43356,
营业收入(万元),57780,37876,17764,55744,38922,25849,12024,46497,34699,47294,45195,35503,43356,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),50335,33191,15571,49437,34740,23437,10893,42183,30687,42348,40585,33690,38833,
营业成本(万元),39498,25888,12294,38151,27035,18314,8412,33275,24319,33068,31264,25377,30345,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),853,530,234,886,301,190,89,277,194,270,306,240,301,
销售费用(万元),3281,2355,1053,3205,1893,1365,621,2247,1695,2293,2500,2454,2784,
管理费用(万元),5172,3293,1600,5503,4192,2749,1192,4847,3121,4781,4396,3906,4036,
财务费用(万元),962,574,185,1170,995,556,302,1194,1118,1650,1815,1744,1508,
资产减值损失(万元),570,550,204,523,324,262,277,343,240,285,303,-31,-140,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),14,14,13,0,0,0,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7459,4699,2206,6307,4182,2412,1132,4314,4011,4946,4611,1813,4524,
营业外收入(万元),372,134,105,222,170,189,146,262,205,371,452,119,1300,
营业外支出(万元),128,93,89,86,81,37,3,30,11,50,43,23,28,
非流动资产处置损失(万元),85,80,80,72,--,23,--,11,--,33,28,9,17,
利润总额(万元),7703,4741,2222,6443,4271,2565,1275,4546,4205,5267,5020,1909,5795,
所得税费用(万元),987,588,284,811,523,311,118,654,607,767,723,353,798,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6716,4153,1938,5632,3748,2253,1157,3892,3598,4500,4297,1556,4997,
归属于母公司所有者的净利润(万元),6716,4153,1938,5632,3748,2253,1157,3892,3598,4500,4297,1556,4997,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,-121,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.83,0.51,0.24,0.9,0.62,0.37,0.19,0.64,0.59,0.74,0.71,0.26,0.91,
稀释每股收益,0.83,0.51,0.24,0.9,--,0.37,0.19,0.64,--,0.74,0.71,0.26,0.91,
