报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),14980,59880,41125,26858,12621,58831,41637,26766,12309,54872,40671,26248,12128,57866,42925,27421,13350,61739,43740,26864,13051,49361,35133,23333,10456,34280,23291,13449,6728,28618,20412,12650,18434,13679,9126,
营业收入(万元),14980,59880,41125,26858,12621,58831,41637,26766,12309,54872,40671,26248,12128,57866,42925,27421,13350,61739,43740,26864,13051,49361,35133,23333,10456,34280,23291,13449,6728,28618,20412,12650,18434,13678,9109,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,1,17,
营业总成本(万元),14472,57049,39370,25656,12302,55441,38667,24906,11683,52520,37651,24401,11019,52039,37767,24137,11784,57186,40147,24743,11999,45484,31949,20716,9380,30572,20328,11701,5840,23896,16561,10149,15308,11260,7114,
营业成本(万元),11058,43891,30620,20007,9569,43543,31040,20021,9372,43225,32399,20882,9531,44514,32734,20978,10299,50341,35971,22277,10912,40803,28801,18919,8556,27551,18279,10454,5186,21050,14405,8747,12991,9110,5688,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,14,
营业税金及附加(万元),107,395,263,182,101,420,203,132,66,188,120,70,27,102,77,54,31,107,77,54,27,97,62,37,14,67,42,30,18,21,16,12,17,17,12,
销售费用(万元),372,1798,1231,794,338,1775,1251,724,299,992,636,346,130,726,522,351,176,821,569,354,155,614,406,235,80,372,277,186,71,334,241,170,229,230,117,
管理费用(万元),2260,10013,6699,4362,2180,9059,6211,4018,1907,8457,5413,3541,1717,7510,4954,3202,1479,5897,3781,2338,1106,5060,3519,2184,1058,3544,2450,1510,764,2148,1656,1059,1815,1306,761,
财务费用(万元),586,696,481,237,60,-294,-136,-104,3,-412,-1007,-530,-386,-1043,-552,-464,-203,-786,-537,-309,-212,-1177,-962,-676,-357,-944,-675,-436,-199,323,229,145,294,572,480,
资产减值损失(万元),88,255,76,75,55,937,99,115,36,70,91,91,--,229,32,16,1,805,285,28,11,87,23,17,29,-19,-44,-44,--,20,15,16,-38,25,43,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
投资收益(万元),24,47,540,159,69,556,387,301,172,923,--,--,--,5,--,--,--,-69,-69,-69,-59,-77,-99,-115,-38,-54,-68,-38,--,--,--,0,0,0,0,
对联营企业和合营企业的投资收益(万元),-95,-227,--,--,--,--,--,--,--,--,--,--,--,5,--,--,--,-69,-69,-69,-59,-77,-99,-115,--,-54,--,--,--,--,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业利润(万元),1019,3609,2739,1541,389,3946,3357,2161,799,3275,3020,1848,1109,5832,5158,3284,1567,4484,3524,2052,993,3801,3184,2502,1038,3654,2895,1710,888,4721,3851,2500,3126,2419,2012,
营业外收入(万元),27,58,153,108,131,503,378,316,36,152,93,4,1,163,120,25,3,36,20,17,15,300,291,5,3,193,175,166,107,27,4,2,211,120,313,
营业外支出(万元),6,47,48,18,7,344,27,10,3,129,124,80,25,27,14,13,0,67,4,2,0,125,125,120,2,5,13,3,0,62,8,3,3,1,1,
非流动资产处置损失(万元),--,--,13,13,306,327,12,1,1,115,112,69,25,20,8,8,0,61,--,--,--,114,114,114,--,0,--,--,--,54,--,0,2,0,0,
利润总额(万元),1040,3620,2844,1631,513,4105,3708,2467,832,3298,2988,1772,1085,5968,5264,3296,1570,4454,3540,2066,1008,3976,3350,2386,1040,3842,3057,1872,995,4686,3847,2500,3334,2538,2324,
所得税费用(万元),110,162,456,381,160,856,807,495,184,398,363,218,151,882,1042,677,326,909,758,441,227,588,542,577,184,469,387,240,158,621,564,351,475,213,113,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
净利润(万元),930,3458,2387,1250,353,3249,2902,1972,648,2900,2626,1554,934,5087,4221,2619,1243,3545,2781,1625,781,3387,2807,1809,856,3373,2670,1633,837,4065,3283,2148,2859,2325,2211,
归属于母公司所有者的净利润(万元),965,3470,2460,1326,400,3150,2909,1989,668,2966,2727,1646,989,5172,4254,2621,1243,3545,2781,1625,781,3387,2807,1809,856,3373,2670,1633,837,4065,3283,2148,2859,2325,2034,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
少数股东损益(万元),-34,-12,-73,-76,-47,99,-7,-17,-19,-65,-102,-92,-55,-85,-32,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,176,
基本每股收益,0.02,0.07,0.05,0.03,0.01,0.06,0.06,0.04,0.01,0.06,0.05,0.03,0.05,0.26,0.21,0.13,0.12,0.35,0.28,0.16,0.08,0.34,0.28,0.18,0.09,0.34,0.33,0.22,0.12,0.81,0.66,0.43,0.57,0.5,0.49,
稀释每股收益,0.02,0.07,0.05,0.03,0.01,0.06,0.06,0.04,0.01,0.06,0.05,0.03,0.05,0.26,0.21,0.13,0.12,0.35,0.28,0.16,0.08,0.34,0.28,0.18,0.09,0.34,0.33,0.22,0.12,0.81,0.66,0.43,0.57,0.5,0.49,
