报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,
营业总收入(万元),328531,206020,100927,459490,337542,211380,95870,618890,322684,
营业收入(万元),--,--,--,--,--,--,--,--,--,
利息收入(万元),27974,66466,9416,154271,54113,77431,18845,179998,73912,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),155384,100686,54514,259463,202218,134880,64538,392520,174226,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),87333,50075,23495,106651,49507,29553,7605,83459,72482,
营业总成本(万元),223316,137386,66304,296936,205169,141597,69278,367309,222763,
营业成本(万元),--,--,--,--,--,--,--,--,--,
利息支出(万元),--,48622,--,82254,--,41787,--,94482,23676,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),85404,48379,21833,92475,44441,26187,6938,83841,73383,
营业税金及附加(万元),1689,1067,555,9603,9106,8486,5252,30778,12971,
销售费用(万元),133106,88900,44916,193922,153238,107227,57108,244594,134584,
管理费用(万元),--,--,--,--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,--,--,--,
资产减值损失(万元),3116,-960,-1001,936,-1616,-303,-20,8096,1825,
公允价值变动收益(万元),5446,7251,4228,-8905,-1149,-4521,-1827,3703,4428,
投资收益(万元),52581,30269,9299,29985,32741,15741,6714,53465,21301,
对联营企业和合营企业的投资收益(万元),669,490,12,540,355,421,319,-161,-806,
汇兑收益(万元),-186,-106,-24,279,113,84,-5,227,12,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),26279,18634,10005,58309,44553,29680,12651,59338,28495,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),105215,68635,34624,162555,132373,69783,26592,251581,99922,
营业外收入(万元),2314,1767,540,2259,1778,1294,1081,1752,1532,
营业外支出(万元),349,66,29,491,344,137,65,825,365,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,
利润总额(万元),107180,70335,35135,164322,133807,70940,27608,252508,101089,
所得税费用(万元),26002,17657,8742,40222,35856,19079,7793,69074,26064,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),81178,52678,26392,124100,97951,51861,19815,183434,75024,
归属于母公司所有者的净利润(万元),81178,52678,26392,124089,97951,51861,19815,183446,75024,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,11,--,--,--,-12,--,
基本每股收益,0.26,0.18,0.09,0.41,0.33,0.17,0.07,0.61,0.25,
稀释每股收益,0.26,0.18,0.09,0.41,0.33,0.17,0.07,0.61,0.25,
