报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),32720,175041,132881,85556,39435,160262,113747,72749,30735,141853,101802,60994,15367,92119,67953,45608,20187,81291,55981,36356,13609,57234,40036,23689,10169,42369,20531,26975,8053,4956,
营业收入(万元),32720,175041,132881,85556,39435,160262,113747,72749,30735,141853,101802,60994,15367,92119,67953,45608,20187,81291,55981,36356,13609,57234,40036,23689,10169,42369,20531,26975,8053,4956,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),32705,166358,126933,83055,39051,164039,104569,66503,28582,128328,92855,56211,14873,86386,63811,42024,18915,78961,52096,33222,12631,51709,35273,19994,8472,34783,16941,22597,6954,4917,
营业成本(万元),23904,127915,99902,65688,31407,126624,84846,53247,22608,105048,76941,46675,12467,73140,53430,34979,16522,66321,43256,27741,10491,41986,30141,16788,7029,29769,14963,20034,5562,3690,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),473,2176,1265,987,505,1453,822,461,235,803,544,290,3,14,10,1,0,1,1,0,0,73,73,73,56,260,123,5,6,5,
销售费用(万元),662,4137,3178,2056,783,4129,2736,1754,698,4064,3042,1912,612,3878,2999,2088,1176,5218,3339,2091,680,2823,1613,847,361,867,390,411,141,115,
管理费用(万元),4118,18787,14274,9179,4347,18651,12973,8431,4141,15579,10783,6270,1415,5724,4614,2437,906,5576,4769,2873,1398,6012,2748,1742,732,3005,1141,1753,860,1062,
财务费用(万元),1284,3404,2509,1527,811,1527,1192,1032,686,1575,1438,961,384,1206,916,677,321,788,507,291,31,515,486,353,213,718,279,204,87,-3,
资产减值损失(万元),2263,9940,5805,3619,1198,11655,2000,1577,215,1260,107,103,-8,2424,1841,1841,-10,1058,225,225,30,299,212,191,80,165,45,190,298,48,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
