报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),69246,48682,28323,82081,61711,39487,20333,71087,52274,33584,18406,70383,66641,58977,50685,
营业收入(万元),69246,48682,28323,82081,61711,39487,20333,71087,52274,33584,18406,70383,66641,58977,50685,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),56540,38730,22131,69732,50536,32609,16784,61464,43210,28019,15198,62872,59646,53386,45730,
营业成本(万元),46449,31925,18373,52120,38883,25140,12933,46431,33412,21354,11846,49926,47572,43796,37907,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1010,905,766,1582,893,778,463,1104,824,681,505,915,989,569,568,
销售费用(万元),5233,3487,1952,7200,4992,3379,1648,6307,4325,2917,1216,5924,5573,4098,3616,
管理费用(万元),3948,2494,1012,7245,5567,3181,1490,6919,4190,2671,1374,5526,5056,4116,3582,
财务费用(万元),-196,-133,-54,-5,44,76,66,459,334,271,147,503,316,791,67,
资产减值损失(万元),96,52,83,1591,157,55,183,243,125,125,110,77,139,16,-9,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-13,--,--,412,--,--,--,--,--,--,--,--,--,--,-0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),12693,9952,6192,12761,11175,6877,3549,9622,9064,5565,3208,7511,6996,5591,4955,
营业外收入(万元),182,146,132,197,191,121,35,221,38,38,24,351,47,171,14,
营业外支出(万元),2,2,2,99,70,57,0,51,62,7,0,17,67,11,27,
非流动资产处置损失(万元),--,--,--,73,69,56,--,44,41,--,--,17,66,10,21,
利润总额(万元),12873,10097,6322,12858,11295,6941,3584,9791,9040,5597,3232,7845,6976,5751,4942,
所得税费用(万元),3220,2549,1584,1543,1826,1048,528,1445,1395,848,464,1172,1024,711,603,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),9653,7548,4737,11315,9470,5893,3056,8347,7645,4749,2768,6673,5952,5041,4339,
归属于母公司所有者的净利润(万元),9653,7548,4737,11315,9470,5893,3056,8347,7645,4749,2768,6673,5952,5062,4335,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-22,4,
基本每股收益,0.48,0.38,0.47,1.21,1.03,0.67,0.31,1.11,1.02,0.63,0.37,0.89,0.79,0.67,0.58,
稀释每股收益,0.48,0.38,0.47,1.21,1.03,0.67,0.31,1.11,1.02,0.63,0.37,0.89,0.79,0.67,0.58,
