报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),73161,298376,208123,131239,70923,321928,248042,173495,92683,279761,206753,148215,72124,273801,203476,138166,72632,314988,221291,285510,245399,
营业收入(万元),73161,298376,208123,131239,70923,321928,248042,173495,92683,279761,206753,148215,72124,273801,203476,138166,72632,314988,221291,285510,245399,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),72290,293063,206713,130370,70567,320035,245904,171457,91629,272019,201811,144189,69848,260701,193220,130330,68578,298998,209577,272084,235232,
营业成本(万元),55033,230579,160580,99457,55037,253739,195631,136521,73506,204609,151276,109996,53696,197494,146984,99996,53066,232360,159992,209880,181225,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),414,1435,961,600,116,1231,751,596,358,1056,793,518,306,1365,978,578,169,2470,1735,1900,1866,
销售费用(万元),13718,52629,39123,26157,13210,56145,43306,30082,15305,56407,43589,29271,14019,54718,40366,26696,13697,55435,41480,50024,41953,
管理费用(万元),4085,11369,8261,5531,2923,11838,8493,5829,3215,12351,8001,5563,2361,9484,6660,4197,2156,10410,7518,10622,10919,
财务费用(万元),-942,-3074,-2247,-1434,-719,-2947,-2277,-1572,-755,-2558,-1848,-1158,-534,-2472,-1879,-1251,-510,-1669,-1143,-729,-759,
资产减值损失(万元),-18,126,35,59,--,29,--,--,--,154,--,--,--,112,112,112,--,-9,-5,387,29,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),31,214,157,89,-30,2936,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,172,104,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1073,6211,1865,1229,326,4829,2138,2038,1054,7742,4943,4026,2276,13100,10255,7837,4053,15990,11715,13426,10168,
营业外收入(万元),72,449,396,264,289,1830,1478,756,165,1022,681,360,86,2396,910,391,268,2629,582,615,789,
营业外支出(万元),5,15,31,14,0,245,295,53,25,63,7,5,5,4,1,1,1,11,11,31,37,
非流动资产处置损失(万元),--,--,22,9,--,188,165,13,--,21,--,--,--,1,1,1,--,--,--,--,18,
利润总额(万元),1140,6646,2230,1479,616,6414,3321,2741,1193,8700,5617,4381,2357,15492,11165,8227,4320,18608,12286,14011,10919,
所得税费用(万元),2,268,103,103,--,29,34,34,--,-575,17,22,--,80,129,154,103,120,228,-122,114,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1138,6378,2128,1376,616,6385,3287,2707,1193,9274,5599,4359,2357,15411,11036,8073,4217,18488,12058,14133,10806,
归属于母公司所有者的净利润(万元),1327,7254,2867,1985,957,6653,3416,2822,1260,9510,5651,4361,2357,15411,11036,8073,4217,18488,12058,14133,10806,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-189,-876,-739,-609,-341,-267,-129,-115,-67,-235,-51,-2,--,--,--,--,--,--,--,--,--,
基本每股收益,0.03,0.18,0.07,0.05,0.02,0.17,0.09,0.07,0.03,0.25,0.14,0.11,0.06,0.47,0.33,0.24,0.13,0.56,0.36,0.43,0.33,
稀释每股收益,0.03,0.18,0.07,0.05,0.02,0.17,0.09,0.07,0.03,0.25,0.14,0.11,0.06,0.47,--,--,0.13,--,--,--,--,
