报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),423032,196769,761798,523543,319430,149187,630112,423927,247946,130385,537698,368462,234615,113946,516719,367869,234429,113622,461961,329176,202383,108586,397278,282386,178843,93904,306816,219838,157488,262967,185249,134953,
营业收入(万元),423032,196769,761798,523543,319430,149187,630112,423927,247946,130385,537698,368462,234615,113946,516719,367869,234429,113622,461961,329176,202383,108586,397278,282386,178843,93904,306816,219838,157488,262967,185249,134953,
利息收入(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),396001,184330,716293,492946,302105,141888,576376,387770,227645,119556,481979,329132,210560,103660,448234,320256,204274,96228,407107,292470,180748,93491,353880,248901,158488,81131,273338,193039,139138,233539,165761,126215,
营业成本(万元),334956,156495,604821,418027,255801,118549,486368,327062,188133,99662,425982,290875,185644,92500,396398,284142,180619,85444,361133,262193,161689,84432,316056,223137,141293,73058,239970,173040,126034,212300,150026,113965,
利息支出(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
