报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),30292,120149,93413,65979,33454,100083,71407,47727,21250,87485,63722,48089,23147,104789,79148,53770,25949,107979,105206,52572,95895,73755,59243,
营业收入(万元),30292,120149,93413,65979,33454,100083,71407,47727,21250,87485,63722,48089,23134,104789,79148,53770,25921,107979,105206,52572,95895,73755,59243,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,13,--,--,--,28,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),28955,102257,77262,51856,25809,87821,63367,43570,19471,82905,60174,45642,21168,95305,71060,46944,22617,96614,96062,47809,84811,66705,55628,
营业成本(万元),24839,88264,67033,44876,22126,76684,56737,39074,17422,74470,54842,41502,19149,85912,64208,42359,20290,86500,87396,43849,75513,57295,48671,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,278,--,--,--,338,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),169,977,775,545,279,779,372,245,70,472,277,252,92,518,372,268,107,578,526,229,348,119,68,
销售费用(万元),1242,4191,3120,2077,1057,3179,2156,1512,695,2617,1769,1323,659,2802,2105,1455,752,2917,2626,1335,2881,3022,2660,
管理费用(万元),2237,7917,6003,4143,2342,6951,4119,2734,1280,4997,3322,2397,982,4735,3439,2288,1107,4941,4197,1832,4445,4837,2962,
财务费用(万元),467,428,240,124,5,-116,-35,-13,5,265,-50,152,9,1343,974,606,22,1645,1490,774,1525,1236,1284,
资产减值损失(万元),--,481,91,91,--,344,18,18,--,84,15,15,--,-4,-38,-32,--,32,-172,-210,99,194,-16,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,163,136,90,49,286,215,142,75,491,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,58,--,--,--,6,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1449,17823,16572,14410,7695,12548,8256,4299,1855,5072,3548,2447,2038,9483,8088,6826,3338,11365,9143,4763,11084,7051,3615,
营业外收入(万元),0,4,0,0,88,469,278,177,88,431,324,230,143,385,293,202,105,412,734,219,411,193,226,
营业外支出(万元),30,77,405,371,57,621,202,197,204,1134,1201,33,12,190,189,189,165,427,324,16,925,497,265,
非流动资产处置损失(万元),--,--,339,346,--,600,182,183,--,--,--,--,--,--,--,105,--,--,--,--,--,--,--,
利润总额(万元),1419,17750,16167,14039,7726,12396,8331,4278,1740,4369,2672,2643,2169,9678,8193,6839,3278,11351,9554,4966,10570,6746,3575,
所得税费用(万元),219,2694,2497,2172,1210,1928,1254,653,261,677,409,429,325,1470,1257,1058,492,1711,1471,738,1596,982,414,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1200,15056,13670,11867,6516,10468,7077,3625,1479,3692,2262,2214,1843,8207,6936,5781,2786,9640,8082,4228,8974,5765,3162,
归属于母公司所有者的净利润(万元),1200,15056,13670,11867,6516,10468,7077,3625,1479,3692,2262,2214,1843,8207,6936,5781,2786,9640,8082,4228,8974,5765,3162,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1046,1237,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,
基本每股收益,0.05,0.63,0.57,0.49,0.27,0.44,0.29,0.15,0.12,0.33,0.21,0.21,0.2,0.91,0.77,0.64,0.31,1.07,0.9,0.47,1,0.64,0.35,
稀释每股收益,0.05,0.63,0.57,0.49,0.27,0.44,0.29,0.15,0.12,0.33,0.21,0.21,0.2,0.91,0.77,0.64,0.31,1.07,0.9,0.47,1,0.64,0.35,
