报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),75821,309966,216031,140350,67550,261708,186598,116999,49928,240299,175082,111887,50988,204751,138168,84924,37653,158294,110101,70816,33999,152152,110611,74039,39027,150107,76089,115236,83499,73144,
营业收入(万元),75821,309966,216031,140350,67550,261708,186598,116999,49928,237334,175082,111887,50988,204751,138168,84924,37653,158294,110101,70816,33999,152152,110611,74039,39027,150107,76089,115236,83499,73144,
利息收入(万元),--,--,--,--,--,--,--,--,--,2964,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),63752,262351,183182,118715,56402,221275,158206,97272,43298,207016,145940,92065,43563,178115,116272,70190,31629,137891,92426,57967,28117,121765,86583,57106,30359,127563,63811,97013,71566,58429,
营业成本(万元),49009,198751,137922,89160,42536,167176,121556,74294,32367,162426,116069,74313,35236,138220,92860,57129,25324,110040,74883,47263,22442,95981,68719,45879,24649,97839,49256,75004,54493,40963,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,1,0,0,0,0,0,0,2,2,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),859,4199,2658,1576,708,3811,1472,904,386,1738,1148,578,302,960,647,418,184,942,652,468,250,1487,1090,758,464,1625,810,801,505,301,
销售费用(万元),1871,6863,5341,3523,1844,5785,3683,2276,1151,5348,3177,1966,1082,3246,2323,1503,743,3829,2525,1769,776,3401,2534,1662,986,5640,2750,3553,3283,4076,
管理费用(万元),9630,41528,29195,19025,8877,33980,25153,16166,7937,29830,20808,12726,6081,28496,18842,10852,4748,22141,14832,9083,5115,20769,13483,8091,3633,17915,7212,15454,10009,11083,
财务费用(万元),2409,9868,7250,5004,2338,9609,6988,4303,2121,6451,4560,2432,779,2420,1422,9,443,147,-262,-711,-335,319,1026,977,491,1964,1357,2217,1102,842,
资产减值损失(万元),-26,1143,815,426,99,915,-646,-672,-664,1221,177,48,84,4772,178,279,186,793,-204,96,-132,-194,-269,-261,136,2580,2426,-16,2174,1164,
公允价值变动收益(万元),--,38,--,--,4,114,1,-11,-10,-51,-55,20,-2,71,-1,-16,-25,-105,-98,-100,-44,24,-31,-20,6,-48,50,239,409,-708,
投资收益(万元),250,2369,1777,789,231,17884,14427,752,412,2965,2618,1766,1082,3617,3065,2474,1038,3588,1815,1095,347,1167,666,300,109,1053,186,-463,365,121,
对联营企业和合营企业的投资收益(万元),250,2243,1708,715,233,1609,1346,740,406,2849,2588,1715,1049,3211,2756,2255,990,2243,1490,780,340,1156,603,--,--,556,125,-429,-121,-131,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),15255,60575,42397,28204,11383,58431,42820,20469,7032,36197,31705,21608,8504,30324,24960,17193,7037,23885,19392,13842,6185,31578,24663,17213,8784,23550,12514,17999,12706,14128,
营业外收入(万元),958,2319,1674,1018,2222,11769,7487,5271,3714,9216,3835,1871,616,2915,1078,628,233,3811,1863,974,315,1926,1305,880,153,2413,322,1926,2152,1010,
营业外支出(万元),16,637,981,589,26,2829,2531,692,442,477,357,284,73,1088,468,424,105,548,281,266,85,231,174,45,30,297,144,238,34,299,
非流动资产处置损失(万元),--,--,475,453,1,1765,1750,25,20,113,86,25,11,236,19,10,7,244,26,20,6,110,--,14,--,67,29,14,6,63,
