报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),107417,77520,41255,168246,122630,86587,46546,193853,140333,104425,55935,204892,216938,195659,176055,
营业收入(万元),107417,77520,41255,168246,122630,86587,46546,193853,140333,104425,55935,204892,216938,195659,176055,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),107593,74793,38793,163476,119589,81243,42718,184706,134969,96045,50069,193288,200610,181908,159982,
营业成本(万元),51423,36474,19578,83203,60964,41496,22783,100364,72905,53999,28868,108634,117542,111654,107204,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1174,874,462,1652,979,737,392,1684,1216,894,445,1786,1797,1406,1383,
销售费用(万元),43480,29732,15172,64309,46617,31734,15928,67328,49461,33646,16907,66504,63833,51476,34776,
管理费用(万元),7426,4877,2481,8382,6554,4242,2042,9039,6870,4559,2217,9434,10070,10061,11097,
财务费用(万元),-71,-48,-11,397,582,596,307,1095,847,595,292,1873,2398,2887,2215,
资产减值损失(万元),4161,2884,1111,5533,3894,2438,1265,5196,3670,2352,1339,5056,4971,4424,3306,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,149,272,231,-678,
投资收益(万元),1513,1475,1360,112,--,--,--,--,--,--,--,-151,-239,-59,87,
对联营企业和合营企业的投资收益(万元),-666,-451,-247,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1336,4201,3822,4882,3041,5344,3828,9147,5365,8380,5866,11602,16361,13924,15482,
营业外收入(万元),394,336,323,3289,2119,487,183,4132,3344,2698,55,2777,2928,3552,812,
营业外支出(万元),13,5,17,44,20,19,16,61,49,44,39,85,55,42,104,
非流动资产处置损失(万元),--,--,--,--,--,--,--,59,--,--,--,82,21,35,--,
利润总额(万元),1717,4533,4127,8128,5141,5812,3994,13218,8660,11034,5882,14294,19234,17433,16190,
所得税费用(万元),-247,304,380,425,-179,723,698,1461,1129,2524,1388,3934,5050,4792,4530,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1964,4229,3747,7703,5319,5089,3296,11757,7531,8510,4494,10360,14184,12641,11660,
归属于母公司所有者的净利润(万元),2093,4371,3789,8049,5560,5368,3362,11912,7619,8581,4452,10438,14174,12985,11543,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,495,
少数股东损益(万元),-129,-142,-42,-346,-241,-279,-66,-155,-88,-71,42,-77,11,-344,117,
基本每股收益,0.1,0.2,0.17,0.42,0.32,0.32,0.21,0.73,0.47,0.52,0.27,0.64,0.87,0.8,0.71,
稀释每股收益,0.1,0.2,0.17,0.42,0.32,0.32,0.21,0.73,0.47,0.52,0.27,0.64,0.87,0.8,0.71,
