报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),11098,54996,39269,25911,12401,54965,37593,23500,10949,51710,35893,22407,10534,54535,36867,23144,9291,46179,31854,19553,7850,39674,25267,15253,6637,30408,20603,12893,5731,24964,16737,9808,3766,16587,10948,6319,2261,14079,9928,6220,10345,7393,7232,4412,
营业收入(万元),11098,54996,39269,25911,12401,54965,37593,23500,10949,51710,35893,22407,10534,54535,36867,23144,9291,46179,31854,19553,7850,39674,25267,15253,6637,30408,20603,12893,5731,24964,16737,9808,3766,16587,10948,6319,2261,14079,9928,6220,10345,7393,7232,4412,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
营业总成本(万元),11291,70352,38547,25107,12397,54687,36257,22346,10164,49073,34499,21532,10267,50897,33649,21066,8471,41109,27839,17787,7429,35390,23025,14066,6359,26927,18146,11306,5039,20958,14015,8393,3396,13824,8957,5165,2005,11201,7918,5007,8373,6035,5712,3423,
营业成本(万元),6349,32639,22157,14386,6672,30414,20600,12282,5768,27646,19595,12329,5836,30853,21059,13280,5033,26163,18235,11983,4773,23020,14910,8917,3987,17165,11736,7379,3406,13942,9313,5363,2131,9192,5928,3385,1188,7498,5247,3212,5536,3970,3642,1887,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
研发费用(万元),412,2552,1875,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
营业税金及附加(万元),172,841,592,397,220,893,557,313,164,763,348,218,110,412,247,176,80,417,327,208,69,309,189,122,63,202,95,142,7,75,42,18,10,35,22,9,4,56,43,32,53,37,63,27,
销售费用(万元),1700,9827,6113,3807,1973,9086,5869,3803,1638,9680,6607,3791,1827,9679,6259,3895,1716,7639,5043,3003,1434,6151,4140,2651,1370,4887,3154,1913,786,3694,2652,1714,707,2159,1572,911,436,1759,1236,826,1296,924,1039,851,
管理费用(万元),1799,9414,5885,4940,2478,10020,6944,4502,2186,9664,6734,4371,2085,8685,5571,3230,1447,6833,4446,2785,1288,6000,3924,2466,1033,5116,3644,2191,998,3734,2326,1463,636,2930,1829,1128,506,1758,1288,848,1405,1068,1026,635,
财务费用(万元),859,2301,1637,1289,1055,2894,2045,1205,407,1115,1027,657,409,771,329,298,161,-212,-255,-236,-133,-219,-177,-126,-94,-527,-497,-336,-158,-545,-370,-216,-88,-527,-403,-277,-130,112,91,75,65,32,-11,-1,
资产减值损失(万元),--,12778,289,289,--,1380,242,242,--,204,189,166,-1,497,185,187,33,269,43,43,-2,129,38,36,1,84,15,15,0,59,52,52,--,36,9,9,--,18,13,13,16,5,-47,23,
公允价值变动收益(万元),--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
投资收益(万元),436,-607,-314,-239,-139,20,-329,-200,-187,-158,153,172,269,186,68,24,0,281,149,86,45,191,126,84,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,2,2,6,0,
对联营企业和合营企业的投资收益(万元),-142,-667,-329,-247,-143,-555,-329,-200,-187,-177,153,172,--,243,--,--,--,129,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
营业利润(万元),683,-14432,1801,1558,538,1693,1346,1061,599,2480,1547,1047,536,3824,3285,2102,820,5351,4164,1853,466,4475,2369,1271,278,3481,2457,1587,693,4006,2722,1415,370,2762,1991,1154,256,2879,2010,1213,1974,1359,1527,990,
营业外收入(万元),0,11,9,2,--,15,638,591,238,1698,1038,674,265,1273,588,362,238,1302,878,394,260,1542,1231,347,192,1294,969,592,215,667,571,567,523,893,391,127,23,210,157,97,459,28,76,0,
营业外支出(万元),11,28,9,0,0,16,61,45,36,126,112,7,2,120,98,14,9,59,0,0,0,38,35,21,1,29,4,3,0,11,15,5,5,308,302,302,--,0,0,0,17,6,7,3,
非流动资产处置损失(万元),--,--,--,--,--,--,46,38,29,2,2,2,--,0,--,--,--,4,--,--,--,1,--,--,0,4,0,0,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
利润总额(万元),672,-14449,1801,1560,538,1693,1922,1607,801,4051,2473,1714,799,4978,3776,2450,1049,6594,5041,2246,726,5978,3565,1596,469,4747,3422,2176,908,4662,3278,1977,888,3346,2080,979,279,3089,2167,1310,2416,1381,1596,986,
所得税费用(万元),220,-350,466,428,224,868,538,366,231,1002,409,305,90,850,741,533,243,919,856,339,151,823,628,290,81,472,359,176,161,628,521,312,143,444,313,147,43,398,334,207,370,207,277,152,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
净利润(万元),452,-14099,1335,1132,314,825,1385,1241,569,3050,2064,1409,709,4128,3034,1917,806,5674,4185,1907,575,5155,2937,1306,388,4275,3063,2000,747,4034,2757,1665,745,2902,1767,832,236,2691,1833,1103,2046,1174,1319,834,
归属于母公司所有者的净利润(万元),451,-13680,1516,1279,349,1116,1505,1323,594,3048,2151,1459,721,3984,2897,1773,794,5306,4069,1901,655,4612,2893,1255,303,3747,2756,1778,746,3567,2502,1620,738,2902,1767,832,236,2691,1833,1103,2046,1174,1319,834,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
少数股东损益(万元),1,-419,-181,-148,-35,-291,-120,-82,-25,2,-88,-50,-12,145,137,144,12,369,116,7,-80,543,43,51,85,528,306,222,1,467,254,45,8,--,--,0,--,--,0,0,0,0,0,0,
基本每股收益,0.01,-0.44,0.05,0.04,0.01,0.04,0.05,0.04,0.02,0.1,0.07,0.05,0.02,0.13,0.1,0.06,0.03,0.18,0.14,0.06,0.04,0.31,0.2,0.08,0.02,0.25,0.19,0.12,0.05,0.24,0.17,0.11,0.1,0.39,0.24,0.11,0.03,0.51,0.35,0.22,0.42,0.24,0.29,0.83,
稀释每股收益,0.01,-0.44,0.05,0.04,0.01,0.04,0.05,0.04,0.02,0.1,0.07,0.05,0.02,0.13,0.1,0.06,0.03,0.18,0.14,0.06,0.04,0.31,0.2,0.08,0.02,0.25,0.19,0.12,0.05,0.24,0.17,0.11,0.1,0.39,0.24,0.11,0.03,0.51,0.35,0.22,0.42,0.24,0.29,0.83,
