报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),58191,33348,88982,48718,27274,83703,98117,100217,89068,
营业收入(万元),58191,33348,88982,48718,27274,83703,98117,100217,89068,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),55333,31652,83465,52414,31702,78336,90193,91564,79041,
营业成本(万元),41901,23939,63770,37923,21350,57181,70247,74311,63939,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),966,545,1467,878,541,818,718,779,795,
销售费用(万元),3709,2307,6800,5349,4142,7857,5787,5505,6849,
管理费用(万元),7242,3792,8798,6506,4531,9648,9767,8792,5670,
财务费用(万元),1316,984,2317,1708,1148,2939,3473,2016,1730,
资产减值损失(万元),200,84,312,49,-9,-107,200,162,58,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,
投资收益(万元),-17,-8,-17,-10,-7,-6,-30,--,--,
对联营企业和合营企业的投资收益(万元),-17,-8,-19,-8,-8,-6,-30,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),2841,1689,5499,-3706,-4435,5362,7893,8654,10027,
营业外收入(万元),891,650,376,545,184,657,678,558,44,
营业外支出(万元),70,41,73,72,55,67,247,268,100,
非流动资产处置损失(万元),9,1,20,20,6,17,47,121,12,
利润总额(万元),3662,2298,5802,-3233,-4306,5952,8325,8943,9971,
所得税费用(万元),657,630,1589,-759,-969,1694,2240,2333,2735,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),3005,1669,4212,-2474,-3337,4258,6084,6610,7236,
归属于母公司所有者的净利润(万元),3005,1669,4212,-2474,-3338,4258,6084,6610,7236,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,0,0,0,-1,-0,--,--,
基本每股收益,0.3,0.19,0.47,-0.27,-0.37,0.47,0.68,0.73,0.8,
稀释每股收益,0.3,0.19,0.47,-0.27,-0.37,0.47,0.68,0.73,0.8,
