报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),72335,50820,26173,121759,75691,44803,22341,59990,31929,19846,10420,42922,26695,18033,9257,28412,19064,12808,6457,26505,17481,12325,6634,24532,15436,9482,3957,20735,13403,8550,19662,7584,17055,7189,14415,10611,9213,
营业收入(万元),72335,50820,26173,121759,75691,44803,22341,59990,31929,19846,10420,42922,26695,18033,9257,28412,19064,12808,6457,26505,17481,12325,6634,24532,15436,9482,3957,20735,13403,8550,19662,7584,17055,7189,14415,10611,9213,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业总成本(万元),69920,49011,23940,113043,71002,41831,20840,53459,30897,19650,10011,40176,25466,16835,8486,26347,17845,11630,5785,24848,16237,11079,5895,22815,14359,8425,3286,15632,10210,6492,14459,5775,13019,5290,11446,8667,7334,
营业成本(万元),53390,37685,18758,86169,53877,31011,15568,37373,19762,12277,6242,25377,15336,10088,5499,17530,11592,7598,3980,16977,11026,7716,4171,15065,8658,4778,1841,9981,6464,3957,8462,3470,6901,2837,7732,5884,5606,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,0,0,
