报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),175,1541,851,527,202,1367,788,519,201,1298,512,347,116,874,586,375,138,703,432,287,124,781,416,277,77,2279,1220,679,321,1379,609,426,88,711,257,137,43,531,235,186,33,361,171,98,53,283,107,73,24,187,98,54,9,
销售费用(万元),6130,22463,13545,9985,5397,22081,14657,10231,6149,19240,14254,10049,5403,15021,11010,7658,3350,12090,8680,5739,2984,11198,7806,5186,2567,9413,7180,5349,3367,8591,6158,3892,1829,4937,3263,2316,1423,4567,3223,2096,1071,3432,2635,1760,731,2875,1713,1107,588,2238,1544,891,478,
管理费用(万元),2065,19023,11629,21020,9795,42557,29478,19275,9130,36118,23604,15788,7828,34463,25407,16356,6907,33732,23602,14453,6249,30105,20265,12737,6137,23855,16411,9169,4389,19222,13205,8363,4087,15348,10381,6577,3000,8902,6176,3387,1715,6618,4419,2613,1148,5041,3189,1977,879,3251,2057,1329,1027,
财务费用(万元),-104,-904,-129,-104,-67,-990,-748,-472,-487,-373,-284,-212,-120,-2204,-1755,-1001,-446,-2253,-1975,-1207,-544,-1719,-1115,-782,-311,-758,-554,-339,-185,-532,-446,-291,-133,-352,-226,-156,-77,-128,-111,-91,-47,-188,-146,-107,-52,-192,-135,-79,-75,-176,-100,1,-25,
资产减值损失(万元),--,2051,1981,1390,715,2106,2816,2258,894,1965,3019,2260,756,1190,2861,2248,818,954,2081,1595,647,1363,2084,1704,648,97,1385,1140,529,558,840,535,170,176,267,406,120,258,460,223,98,82,303,169,-4,209,308,223,28,201,253,209,120,
公允价值变动收益(万元),--,--,1,--,--,--,--,--,--,--,1,0,86,-3,3,4,5,-5,-1,-6,0,-271,-150,-122,-105,395,623,518,238,-4,-221,-50,-48,-112,--,-70,4,-17,-293,-6,8,-310,-327,-346,-294,327,100,-12,79,--,--,--,--,
投资收益(万元),37,2401,-170,-80,43,1552,436,438,419,1156,191,152,14,-13,-275,-196,-225,2600,2949,2966,-5,4155,1781,1643,955,4095,1542,1502,192,1609,859,634,3,5662,5095,5452,-555,1260,409,190,-98,1302,319,349,61,1175,1018,704,330,46,23,25,7,
对联营企业和合营企业的投资收益(万元),37,984,-244,-145,36,98,404,417,406,123,-10,-38,6,-299,-318,-233,-229,1283,2628,2655,-206,3351,1137,1103,685,3600,--,1454,192,1322,665,507,-41,5475,4950,5314,-537,923,105,118,-140,115,279,218,8,115,12,5,-3,46,5,6,7,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),267,19419,12451,7267,196,17368,10171,5255,-1242,10846,6585,4810,-443,7839,10976,12418,3462,17268,13136,11028,2514,35526,17020,14923,5118,29659,14255,12758,3846,21918,10363,8925,2813,20111,10302,10192,1449,12168,3216,2532,1263,7489,2867,2205,940,5540,2283,1664,855,3727,1746,1183,200,
营业外收入(万元),4,55,153,111,13,257,1430,1138,1484,3205,2010,1421,878,4519,2554,780,566,2120,1899,1563,193,1860,987,514,269,1962,1131,619,289,1479,840,393,293,962,587,361,155,530,409,292,134,650,385,272,122,663,395,189,4,412,228,191,30,
营业外支出(万元),24,24,6,1,0,24,12,2,2,76,66,65,11,52,41,24,2,30,25,10,6,55,49,43,3,40,34,27,6,36,17,8,4,73,40,7,2,35,20,19,1,47,41,39,1,22,16,13,2,19,14,3,1,
非流动资产处置损失(万元),--,--,--,--,--,--,3,2,2,16,16,15,11,49,40,23,2,27,23,9,5,16,12,6,3,21,16,10,4,18,12,7,4,45,23,--,1,--,3,3,0,--,19,19,0,--,6,4,0,7,6,--,--,
利润总额(万元),247,19450,12599,7378,209,17601,11589,6392,240,13975,8529,6166,424,12306,13489,13173,4026,19358,15010,12581,2701,37331,17958,15394,5384,31580,15353,13350,4129,23361,11187,9310,3103,21000,10850,10546,1602,12664,3604,2805,1396,8093,3211,2438,1060,6181,2663,1841,856,4121,1960,1371,229,
所得税费用(万元),31,686,142,115,23,933,83,-223,-59,-234,-189,-226,208,1305,1323,1415,499,1575,1648,1414,342,3319,1803,1560,564,2780,2394,2071,432,2205,1070,864,316,1869,1079,1004,151,1104,537,441,229,669,480,346,171,586,425,289,128,236,274,199,37,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),215,18764,12457,7263,186,16668,11506,6614,299,14209,8719,6392,215,11001,12167,11758,3527,17783,13362,11167,2359,34012,16154,13834,4820,28800,12959,11279,3698,21156,10116,8447,2786,19131,9771,9542,1451,11560,3067,2364,1166,7423,2731,2092,889,5595,2238,1553,728,3885,1686,1172,192,
归属于母公司所有者的净利润(万元),686,19470,13086,7612,607,17227,12636,7431,592,13137,9524,7257,576,12123,12255,12337,3834,19057,14236,11763,2588,34095,16154,13834,4820,28800,12959,11279,3698,21176,10137,8467,2798,19130,9769,9554,1458,11557,3069,2361,1171,7400,2747,2102,889,5551,2251,1564,742,3869,1711,1191,198,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-471,-705,-630,-349,-422,-559,-1131,-817,-293,1072,-806,-864,-360,-1122,-88,-578,-307,-1274,-875,-596,-229,-83,--,--,0,--,0,--,--,-20,-20,-20,-12,1,1,-12,-7,3,-2,3,-4,23,-17,-10,0,44,-12,-11,-14,17,-25,-19,-6,
基本每股收益,0.01,0.23,0.15,0.13,0.01,0.29,0.21,0.12,0.01,0.22,0.16,0.12,0.01,0.2,0.2,0.27,0.08,0.41,0.31,0.25,0.06,0.74,0.35,0.3,0.11,0.65,0.29,0.26,0.11,0.63,0.3,0.25,0.11,0.74,0.38,0.37,0.07,0.58,0.16,0.12,0.11,0.67,0.25,0.19,0.08,0.51,0.21,0.14,0.07,0.42,0.21,0.15,0.02,
稀释每股收益,0.01,0.23,0.15,0.13,0.01,0.29,0.21,0.12,0.01,0.22,0.16,0.12,0.01,0.2,0.2,0.27,0.08,0.41,0.31,0.25,0.06,0.74,0.35,0.3,0.11,0.65,0.29,0.26,0.11,0.63,0.3,0.25,0.11,0.74,0.38,0.37,0.07,0.58,0.16,0.12,0.11,0.67,0.25,0.19,0.08,0.51,0.21,0.14,0.07,0.42,0.21,0.15,0.02,
