报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),99841,72594,48411,27095,97782,69084,46207,25937,90603,63354,45528,26586,107821,82150,57205,32864,118031,86603,59880,36310,147575,114580,83182,38462,118367,87332,59481,33317,119782,88114,58801,35044,95987,62768,41666,23965,76539,50566,31889,18252,96004,74120,49766,27958,96010,70713,50023,22995,76343,53152,36200,19901,
营业收入(万元),99841,72594,48411,27095,97782,69084,46207,25937,90603,63354,45528,26586,107821,82150,57205,32864,118031,86603,59880,36310,147575,114580,83182,38462,118367,87332,59481,33317,119782,88114,58801,35044,95987,62768,41666,23965,76539,50566,31889,18252,96004,74120,49766,27958,96010,70713,50023,22995,76343,53152,36200,19901,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,
营业总成本(万元),96964,69966,46455,25672,94774,66483,44299,24610,88014,60992,43676,25217,104823,79452,55147,31423,114704,83764,57900,35023,144129,111957,80637,37048,114744,84426,56996,31860,116828,85776,56902,33594,93651,60905,40341,23059,74906,49621,31474,17842,94737,73418,49552,27714,91234,66612,46941,22749,75692,52779,35687,19939,
营业成本(万元),87547,63503,42011,23466,85495,59989,39905,22291,79170,54887,39493,22803,95110,72492,50334,28701,104869,76807,53017,32123,133408,104018,75521,34249,105721,77987,52812,29511,107683,79469,52592,31467,84476,54631,35970,20773,62618,41276,25790,15026,82436,64262,43246,24409,78291,56624,39720,20118,64985,44875,30433,16804,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,
营业税金及附加(万元),909,612,393,139,997,714,455,210,849,566,418,242,977,816,523,334,962,789,509,314,989,862,647,347,844,748,489,295,843,700,423,277,1004,806,510,339,1042,743,437,270,924,666,447,260,1295,2437,2229,168,483,451,297,162,
销售费用(万元),3540,2575,1719,924,3703,2754,1884,893,3492,2566,1722,945,3734,2724,1887,1060,4231,2999,2055,1172,4634,3687,2294,1073,3890,2814,1859,927,3915,2744,1832,863,4035,2721,1775,766,5708,4025,2628,1263,6105,4638,3152,1557,6284,4469,2817,1358,5075,3645,2489,1510,
管理费用(万元),4846,3191,2249,1077,4333,2848,1937,1127,4368,2854,1925,1151,4737,3351,2334,1251,4604,3164,2197,1303,4972,3322,2089,1339,4351,2942,1823,1076,4106,2751,1995,880,3682,2547,1940,1100,5265,3436,2427,1224,4673,3340,2273,1253,4592,3028,2074,1072,4771,3550,2315,1301,
财务费用(万元),123,87,78,42,229,154,93,57,135,97,99,63,124,73,76,54,50,0,115,100,124,54,78,27,-70,-113,-6,38,308,252,176,103,320,214,159,100,156,75,79,33,289,307,250,131,218,54,37,26,10,6,-2,18,
资产减值损失(万元),-1,-3,6,24,18,24,25,32,-0,22,18,13,141,-3,-7,23,-12,5,7,9,2,15,8,12,7,48,19,12,-27,-141,-117,4,133,-15,-12,-20,117,66,114,26,311,206,185,104,555,1,64,8,367,252,155,145,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,359,--,-10,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,0,-365,-365,-365,-364,365,0,--,0,149,98,79,26,
投资收益(万元),1854,1258,1190,64,1835,910,649,0,2649,1561,1247,296,2107,1672,1665,3,1623,1377,1292,61,1078,893,-70,--,936,764,3,--,520,520,479,--,244,123,3,--,-253,-28,-93,-23,426,327,247,246,1231,646,210,31,342,207,167,2,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-32,-62,-96,-23,188,177,127,115,118,59,52,6,263,205,165,-9,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,
营业利润(万元),4756,3922,3165,1491,4858,3511,2557,1328,5238,3923,3099,1665,5105,4370,3722,1444,4951,4216,3271,1349,4525,3874,2475,1405,4560,3674,2488,1457,3474,2859,2378,1450,2580,1986,1329,906,1379,916,322,387,1327,664,96,126,6371,4747,3293,276,1142,678,759,-10,
营业外收入(万元),40,19,19,--,21,25,21,--,102,96,95,0,45,42,38,--,72,52,2,0,119,78,47,42,109,119,6,5,5860,5886,5774,0,49,49,39,8,132,53,3,0,228,202,199,0,32,2,1,1,5,4,4,4,
营业外支出(万元),0,0,0,0,49360,7,7,0,2,1,0,--,2,1,1,0,4,4,3,0,17,3,1,1,9,2,0,0,26,186,180,5,7,6,6,0,97,95,8,4,144,45,42,10,101,18,12,1,13,7,5,3,
非流动资产处置损失(万元),--,--,--,--,--,5,5,0,2,1,--,--,1,0,--,--,3,3,3,--,5,1,1,1,7,0,0,--,16,6,3,1,6,6,5,--,10,9,8,4,14,3,1,0,7,2,1,1,5,5,3,2,
利润总额(万元),4795,3940,3183,1491,-44481,3529,2570,1328,5338,4018,3194,1665,5147,4411,3758,1444,5019,4264,3271,1349,4626,3950,2521,1446,4659,3791,2494,1462,9308,8559,7972,1445,2622,2029,1362,914,1414,874,318,384,1411,821,253,117,6301,4731,3282,276,1134,676,758,-9,
所得税费用(万元),1133,836,634,368,1180,711,468,303,1088,731,575,372,838,672,541,326,881,721,529,324,1056,1038,666,362,969,944,611,367,2404,2419,2063,375,681,550,373,246,449,329,283,194,307,61,66,-12,2201,1673,1255,176,143,-94,-42,5,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,--,--,--,0,--,--,
净利润(万元),3663,3104,2549,1122,-45661,2818,2103,1024,4250,3287,2619,1293,4309,3739,3218,1118,4138,3543,2742,1025,3570,2912,1855,1084,3690,2847,1884,1096,6904,6140,5909,1070,1941,1480,988,668,966,546,35,190,1103,760,187,129,4101,3058,2027,100,991,771,800,-13,
归属于母公司所有者的净利润(万元),3663,3104,2549,1122,-45661,2818,2103,1024,4250,3287,2619,1293,4309,3739,3218,1118,4138,3543,2742,1025,3570,2912,1855,1084,3690,2847,1884,1096,6904,6140,5909,1070,1941,1480,988,668,965,551,51,203,1097,768,210,138,4094,3088,2084,105,971,775,794,9,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,-5,-16,-13,7,-9,-23,-9,7,-30,-57,-5,20,-4,6,-22,
基本每股收益,0.16,0.14,0.11,0.05,-2.04,0.13,0.09,0.05,0.19,0.15,0.12,0.06,0.19,0.17,0.14,0.05,0.18,0.16,0.12,0.05,0.16,0.13,0.08,0.05,0.16,0.13,0.08,0.05,0.31,0.27,0.26,0.05,0.09,0.07,0.04,0.03,0.04,0.02,0,0.01,0.05,0.03,0.01,0.01,0.18,0.14,0.09,0.01,0.04,0.04,0.04,0,
稀释每股收益,0.16,0.14,0.11,0.05,-2.04,0.13,0.09,0.05,0.19,0.15,0.12,0.06,0.19,0.17,0.14,0.05,0.18,0.16,0.12,0.05,0.16,0.13,0.08,0.05,0.16,0.13,0.08,0.05,0.31,0.27,0.26,0.05,0.09,0.07,0.04,0.03,0.04,0.02,0,0.01,0.05,0.03,0.01,0.01,0.18,0,0.09,0.01,0.04,0.04,0.04,0,
