报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),19486,12227,4574,25409,18591,11217,4114,25005,23843,20800,
营业收入(万元),19486,12227,4574,25409,18591,11217,4114,25005,23843,20800,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),15981,10250,3907,20745,14789,9264,3510,22188,20449,18148,
营业成本(万元),12619,8025,3078,16101,11655,7180,2692,17071,17217,15197,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),239,155,52,239,175,88,37,184,179,114,
销售费用(万元),766,498,113,879,631,395,100,603,501,409,
管理费用(万元),2385,1566,766,3477,2269,1551,746,4118,2237,2047,
财务费用(万元),-76,-33,-17,-19,-14,-2,5,181,299,292,
资产减值损失(万元),49,40,-86,66,74,52,-69,30,15,89,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),108,11,11,7,7,7,--,8,6,10,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3613,1987,679,4671,3809,1960,604,2825,3400,2662,
营业外收入(万元),100,80,12,400,147,127,30,172,113,126,
营业外支出(万元),2,2,0,41,40,33,25,36,147,23,
非流动资产处置损失(万元),0,0,0,0,--,--,--,10,0,0,
利润总额(万元),3711,2066,691,5030,3916,2054,609,2961,3366,2765,
所得税费用(万元),529,286,88,673,541,302,83,575,460,387,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),3182,1779,602,4357,3375,1752,526,2386,2906,2378,
归属于母公司所有者的净利润(万元),3182,1779,602,4357,3375,1752,526,2398,2974,2436,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,-12,-69,-58,
基本每股收益,0.45,0.28,0.1,0.69,0.53,0.28,0.08,0.38,--,--,
稀释每股收益,0.45,0.28,0.1,0.69,0.53,0.28,0.08,0.38,--,--,
