报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),1876652,7531082,5003863,3190792,1363898,5593190,3794900,2397311,1060719,5097604,3796887,2422332,1122934,6075850,4367454,2878448,1262963,5526168,3700802,2358709,990580,4576620,3224689,2055915,885950,4865381,3497481,2232726,931452,3450828,2235835,1386827,607005,2499801,1766793,1123606,514516,2422827,1667537,1019759,461499,1877610,1297166,835505,356525,1609606,1151400,750251,293275,
营业收入(万元),1876652,7531082,5003863,3190792,1363898,5593190,3794900,2397311,1060719,5097604,3796887,2422332,1122934,6075850,4367454,2878448,1262963,5526168,3700802,2358709,990580,4576620,3224689,2055915,885950,4865381,3497481,2232726,931452,3450828,2235835,1386827,607005,2499801,1766793,1123606,514516,2422827,1667537,1019759,461499,1877610,1297166,835505,356525,1609606,1151400,750251,293275,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,--,0,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,--,0,0,0,--,
营业总成本(万元),1288711,5708195,3936222,2507185,1143809,4557713,3092235,1994237,946723,4416517,3278100,2066717,948998,4693493,3338580,2139175,949361,4352434,3040082,1994571,878851,3875722,2786641,1743165,755559,3380736,2344090,1475259,648916,2692141,1866146,1181349,524740,2075379,1503664,973773,465389,2129801,1446420,880078,418045,1560975,1099438,712864,321781,1375111,1008366,659359,263232,
营业成本(万元),1102489,4888773,3380818,2158061,967850,3776996,2591448,1669034,796558,3688786,2787938,1739248,794072,4026433,2891545,1847210,813171,3701808,2589419,1692376,742778,3306192,2402407,1502622,650197,2924583,2043811,1284477,561028,2343667,1638118,1036931,460444,1786540,1297130,838141,400713,1819166,1222063,732757,344690,1292571,910440,591157,267882,1150942,850344,558577,213183,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,--,0,0,0,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,--,0,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,0,0,0,0,--,0,0,0,--,
营业税金及附加(万元),31120,94699,66407,46038,23635,67245,20962,12386,4524,42526,35161,26513,4772,33999,22994,14817,5802,29679,18917,11906,4622,24051,15991,10260,3247,27835,19371,12287,4429,16273,9381,5839,2741,13395,9169,5775,2582,14844,10345,6300,2964,13408,9182,0,2001,10506,6817,4450,2335,
销售费用(万元),72808,357193,248370,159173,74398,327641,231511,150522,68032,310509,212420,137014,59780,293683,200274,131947,55827,268450,187283,120947,55471,227977,156286,96286,40207,185921,124883,80061,35878,154645,111008,71173,32911,141957,106588,70412,33315,136642,98649,63392,30556,121923,88422,5242,25973,109077,79958,50223,24216,
管理费用(万元),76398,345969,222827,136373,72761,314360,224086,144094,70541,317760,194263,131447,66830,267986,174653,108126,54929,239577,154581,100062,48506,217305,140033,88989,41026,178941,112569,70223,34462,125415,73092,44303,18531,97617,62222,41013,19728,84123,54690,34422,17547,72076,47063,57942,11639,51830,33695,21524,10538,
财务费用(万元),5895,21562,17800,7540,5166,33686,24236,18210,7068,56950,48333,32496,23544,71449,49120,37081,19632,96851,73813,53211,27425,100206,71926,45011,20881,62909,43460,28214,13122,48099,34906,23232,10142,35647,28554,18432,9051,75124,60673,43207,22287,60713,44332,28416,14287,52337,37488,24522,12960,
资产减值损失(万元),--,-1,--,--,--,37785,-8,-8,0,-14,-14,--,--,-58,-5,-5,--,16069,16069,16069,50,-8,-2,-2,--,548,-3,-3,-2,4042,-357,-129,-30,223,0,0,0,-98,--,0,0,286,0,30108,0,419,64,64,0,
