报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),6208,36593,24353,15425,3216,17836,10683,6440,3283,27816,20883,18132,8796,47087,29202,21005,9384,50042,49426,52917,
营业收入(万元),6208,36593,24353,15425,3216,17836,10683,6440,3283,27816,20883,18132,8796,47087,29202,21005,9384,50042,49426,52917,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),5491,34614,23216,15135,3614,17702,10609,6665,3823,25539,18748,16063,7249,42646,27457,19180,7727,43502,42368,47206,
营业成本(万元),4098,26837,17737,12210,2387,14407,9249,6540,3068,18643,14094,12977,6342,34393,22428,15746,6904,36350,34860,39390,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),40,288,107,86,11,30,-670,-676,60,558,479,446,243,1112,745,510,112,1150,1736,1947,
销售费用(万元),204,887,502,319,150,677,428,227,97,622,374,254,85,673,506,274,72,671,703,949,
管理费用(万元),1172,5632,4136,2337,1104,3308,2492,1445,733,4597,3280,1824,589,4199,2867,1730,653,4731,4301,4170,
财务费用(万元),-34,-249,-180,-143,-38,-334,-217,-175,-131,-116,-69,-28,-10,-46,-36,-26,-14,-43,-26,-17,
资产减值损失(万元),11,1220,912,327,--,-386,-674,-696,-4,1234,589,589,--,2315,947,947,--,643,794,768,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,1,--,--,--,--,-104,-104,--,--,--,--,--,23,--,--,--,--,--,14,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),717,1992,1138,290,-398,134,-29,-329,-540,2277,2135,2070,1548,4464,1745,1825,1657,6540,7058,5725,
营业外收入(万元),1,46,32,8,1,338,330,17,11,64,57,57,2,35,5,4,2,28,71,59,
营业外支出(万元),1,4,2,0,--,7,7,2,1,39,11,10,1,3,3,3,3,3,2,4,
非流动资产处置损失(万元),--,--,2,0,--,7,7,1,1,11,--,--,--,3,--,3,--,3,2,3,
利润总额(万元),717,2034,1168,298,-397,465,293,-314,-530,2302,2181,2116,1548,4496,1748,1826,1656,6565,7127,5780,
所得税费用(万元),99,308,199,63,--,4,214,100,--,415,252,231,252,745,227,310,255,1013,1132,867,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),618,1726,969,235,-397,460,79,-414,-530,1886,1929,1885,1297,3750,1521,1516,1400,5552,5995,4914,
归属于母公司所有者的净利润(万元),459,1097,743,235,-397,460,79,-414,-530,1886,1929,1885,1297,3750,1521,1516,1400,5552,5995,4914,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),159,629,225,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.05,0.11,0.07,0.02,-0.04,0.05,0.01,-0.04,-0.05,0.21,0.19,0.19,0.17,0.49,0.2,0.2,0.18,0.73,0.79,0.65,
稀释每股收益,0.05,0.11,0.07,0.02,-0.04,0.05,0.01,-0.04,-0.05,0.21,0.19,0.19,--,0.49,0.2,0.2,--,0.73,0.79,0.65,
