报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
营业总收入(万元),136920,101866,62342,29475,122437,91263,56643,26774,105663,77252,50689,24911,102097,74845,47701,22588,106279,78148,51106,26860,113560,84946,54712,25696,105641,78856,49970,25556,92945,65456,42155,19407,71404,51258,32711,16590,58569,43561,28777,14729,57375,42987,28090,12622,47475,35401,22780,11427,37144,30690,
营业收入(万元),136920,101866,62342,29475,122437,91263,56643,26774,105663,77252,50689,24911,102097,74845,47701,22588,106279,78148,51106,26860,113560,84946,54712,25696,105641,78856,49970,25556,92945,65456,42155,19407,71404,51258,32711,16590,58569,43561,28777,14729,57375,42987,28090,12622,47475,35401,22780,11427,37144,30690,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
营业总成本(万元),128864,95528,59074,28048,117193,86968,53728,25579,102843,75391,49415,24453,101799,75257,48889,24055,111226,79680,51590,26687,107576,79122,51193,24032,98237,73008,46595,23330,82931,57695,36808,17155,61480,43733,27745,14316,51644,38733,25522,13226,52668,38962,25205,11140,42895,31316,19973,10144,33713,27839,
营业成本(万元),105762,79666,49281,23210,95658,71117,43703,21223,84708,61473,40611,20178,84743,62755,40482,19908,92358,67359,44189,23248,91332,67331,43510,20494,83047,61829,39464,19950,70344,49884,31947,15002,53018,37674,23776,12178,44097,33018,21733,11316,45432,34245,22013,9707,36723,27354,17509,8979,29153,24054,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
