报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),10931,6784,2316,17173,8723,5655,1896,15269,14051,9241,11865,10538,9705,
营业收入(万元),10931,6784,2316,17173,8723,5655,1896,15269,14051,9241,11865,10538,9705,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),9464,5597,2234,12103,7258,4844,1836,10720,8653,5423,6010,4986,4348,
营业成本(万元),5266,3013,978,6132,3200,2030,751,4957,4254,2633,3027,1833,1505,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),222,152,63,239,63,37,7,106,75,22,81,270,459,
销售费用(万元),515,358,160,476,365,217,68,523,341,196,270,360,260,
管理费用(万元),3425,2042,1021,5007,3348,2300,1017,4915,3619,2315,2616,2530,2103,
财务费用(万元),48,36,19,86,70,59,-8,138,305,228,-18,20,-19,
资产减值损失(万元),-12,-6,-6,162,211,201,--,81,59,29,35,-27,39,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1758,1276,82,5071,1465,810,60,4549,5399,3818,5855,5552,5358,
营业外收入(万元),253,168,96,1279,821,322,96,815,338,220,195,222,178,
营业外支出(万元),1,0,0,0,0,0,--,4,1,1,--,--,--,
非流动资产处置损失(万元),1,0,0,0,0,0,--,4,1,--,--,--,--,
利润总额(万元),2010,1444,178,6349,2286,1132,156,5360,5735,4036,6049,5774,5536,
所得税费用(万元),322,242,49,880,326,177,45,769,779,606,869,893,831,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1689,1202,129,5469,1960,955,112,4591,4957,3430,5181,4881,4705,
归属于母公司所有者的净利润(万元),1663,1237,176,5393,1995,1077,175,4710,4909,3430,5181,4881,4705,
被合并方在合并前实现净利润(万元),--,--,--,-262,--,--,-78,-255,103,--,--,--,--,
少数股东损益(万元),26,-35,-47,76,-35,-122,-63,-119,48,--,--,--,--,
基本每股收益,0.31,0.25,0.04,1.08,0.4,0.22,0.03,0.94,0.98,0.69,1.04,0.98,0.94,
稀释每股收益,0.31,0.25,0.04,1.08,0.4,0.22,0.03,0.94,0.98,--,--,--,--,
