报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
营业总收入(万元),15586500,53704100,40839000,27695300,14838800,50601600,38615400,26038500,13804600,53616800,40727600,27414700,13944300,52085800,39396600,26663500,13610000,46262500,35134100,23495800,11933100,42196400,31622400,20973300,10696700,37773100,27917600,18415800,8955600,29041800,20948900,13568000,6617200,22227400,15762000,21118900,17923700,8715400,5549500,6375500,5629400,4825400,4368100,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
利息收入(万元),18794700,71369900,52610800,34460000,16909100,65719000,49216300,32976000,16864700,72579300,54819000,36383000,18014000,69928900,51736900,33783200,16535600,61338400,45214500,29646300,14591400,56606300,42048800,27825700,13718300,47292100,34006800,21695200,10318000,35766000,26025600,16828000,8122000,29614700,21663400,31569700,24331700,15090600,10513300,10186500,9293200,8480800,8308100,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
手续费及佣金收入(万元),2565200,8525700,6651300,4726200,2760600,10081900,7853700,5444600,3032700,9049400,7072800,5016000,2798500,8788300,7025300,5044100,2799300,8969700,7112600,4972100,2664900,7857300,6027100,4014600,2189800,7152400,5650500,3817600,1832500,4814400,3520300,2317600,--,3728500,2647600,2479400,2392100,1394700,961300,717200,351000,233900,182000,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
其他业务收入(万元),1087000,2310500,2149000,1931500,1731800,1199800,1061900,898400,710700,850600,645500,456100,205800,418100,479800,525600,394300,125500,587900,430300,255000,100400,100600,53600,43800,82600,51700,33600,18100,78100,44100,29400,176700,75500,32600,46600,80400,199300,261800,183700,184900,103800,63700,
营业总成本(万元),8568200,30168300,21611200,14490200,8060000,28142100,19654700,13014600,6916200,30329700,21146100,14134300,7040800,28991400,19772800,13204200,6363000,24961300,17318600,11561800,5844100,23499300,16265300,10608400,5127000,22099300,14927900,9911600,4527800,17098800,12117700,7819400,3453200,14853200,10237500,15911800,10179000,9011900,6643800,6453200,5923500,4917500,4968900,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
利息支出(万元),7046600,27176900,20184800,13327700,6588500,25908600,19404200,13080300,6694300,28965300,21945000,14433700,7069800,26939800,19957600,12839400,6221400,23718200,17652100,11646100,5662600,22418400,16725500,11057200,5134800,16572200,11670400,7222200,3265100,11550800,8623300,5657200,2767200,11450800,8875600,12185200,8585200,7884600,6140200,4675200,4159700,3958500,4149000,
手续费及佣金支出(万元),226600,1235400,837600,479700,213500,988400,539600,333800,140900,794500,411600,251700,100700,776000,433300,259300,110600,652600,385600,212400,65800,372900,216100,121700,62800,277400,168100,104000,57600,201600,117100,71700,--,164500,87900,99600,92600,54900,46700,36700,40000,34600,36800,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
其他业务成本(万元),1140900,2155400,2071300,1938700,1751300,851300,667600,614600,503200,1160700,811500,590000,243800,1307100,965700,941700,375400,145700,588700,433200,243900,25400,--,--,--,--,--,--,--,--,0,--,--,0,--,0,0,29700,160200,106700,1578500,1009500,1122400,
营业税金及附加(万元),122000,495300,358300,241100,104900,1144900,994400,907100,738900,2907500,2218700,1505900,765500,2888000,2171800,1445700,725300,2722600,2065400,1365700,707600,2537400,1903300,1253900,630200,2120700,1566500,1019000,486900,1550500,1131100,748900,363800,1256700,922100,1322300,1114000,844300,625000,556700,484300,506600,575600,
销售费用(万元),3908100,17701000,12019300,7840700,3840900,17501300,11939200,7819400,3857300,17844300,12379400,8106300,4022700,17999200,12133200,7922900,3928300,16794000,11516200,7515800,3648400,15513000,10999900,7077300,3423500,13556100,9217500,6122900,2826100,11207100,7731900,5108200,2239400,9582300,6155400,9441700,6007600,8167600,5858600,5789800,3860700,3401400,3270900,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
资产减值损失(万元),3397200,9816600,7162300,4469700,2362900,8644600,6053500,3673500,1816800,8417200,5736500,3932100,2008800,6797100,4502100,2893900,1334000,5299000,3148300,2247100,1244200,5423500,3362100,2277200,1073300,6422500,4143900,2769700,1214800,4341200,3254700,1962300,850000,4014200,3160000,5147800,3057400,0,--,0,0,0,0,
公允价值变动收益(万元),-354200,-1819600,-877100,-266600,133900,713700,-108300,-81700,-270400,528500,247100,-18600,-92600,186100,372500,504900,415900,-208400,-378000,-61300,-8600,280200,335700,121000,76000,40900,50300,118900,93800,72000,27400,32700,--,327100,207500,-864800,59000,0,--,0,0,0,0,
投资收益(万元),392700,627800,495600,221800,80300,-206000,419300,149800,77200,84600,11800,264100,175000,188700,-26000,-169300,-213000,376900,677900,341400,177900,-4800,-136400,38900,-197600,-213900,-202300,-59600,-23700,-108500,19000,10900,--,-90800,18100,464100,116900,2828200,2328200,1418600,1042300,753200,714800,
对联营企业和合营企业的投资收益(万元),300,1400,800,200,200,-900,-900,-300,-200,1500,-500,--,--,--,--,--,--,30900,--,--,30500,1700,1200,--,--,9600,10200,7000,--,--,0,--,--,0,--,-1400,0,0,--,0,0,0,0,
汇兑收益(万元),374300,1102100,831800,429800,25100,-9800,116300,65500,224900,284200,288000,-500,14100,291500,199000,73700,9900,31200,-43100,25500,-19100,148300,188200,98400,64000,268600,199100,136300,39600,172200,52900,78300,--,187700,156300,-291300,-378600,0,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
营业利润(万元),7018300,23535800,19227800,13205100,6778800,22459500,18960700,13023900,6888400,23287100,19581500,13280400,6903500,23094400,19623800,13459300,7247000,21301200,17815500,11934000,6089000,18697100,15357100,10364900,5569700,15673800,12989700,8504200,4427800,11943000,8831200,5748600,3164000,7374200,5524500,5207100,7744700,-296500,-1094300,-77700,-294100,-92100,-600900,
营业外收入(万元),137600,587100,376300,236800,108900,410300,303700,211600,98200,467900,286800,216200,120000,326800,178400,127400,57400,314600,155100,108600,51000,300000,152900,104700,50200,202500,69200,47500,23700,183500,78200,43800,14800,136300,79100,281300,421400,200000,190100,144800,139700,73900,83200,
营业外支出(万元),21300,175100,87100,120900,-6700,207400,72200,89800,79000,669300,166700,28700,3500,195500,75100,28300,273300,198400,121300,92400,67600,204400,12600,69400,6400,56200,-8100,-14600,4400,53100,-10100,-10300,--,117700,-700,253500,340400,1513000,695900,641600,693700,443300,81900,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
利润总额(万元),7134600,23947800,19517000,13321000,6894400,22662400,19192200,13145700,6907600,23085700,19701600,13467900,7020000,23225700,19727100,13558400,7031100,21417400,17849300,11950200,6072400,18792700,15497400,10400200,5613500,15820100,13067000,8566300,4447100,12073400,8919500,5802700,3178800,7392800,5604300,5234900,7825700,1218700,787800,844100,194200,291700,115200,
所得税费用(万元),1230600,4634500,3502800,2454000,1316500,4256400,3774700,2640600,1450800,5008300,4364600,3011500,1588100,5274700,4476600,3151700,1678900,4796300,4045600,2711800,1367300,4279600,3485900,2348000,1267500,3624500,2989400,1898400,1039800,2582700,1901000,1216400,680900,892600,455600,89600,3447000,638000,683400,643800,2000,2000,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
净利润(万元),5904000,19313300,16014200,10867000,5577900,18406000,15417500,10505100,5456800,18077400,15337000,10456400,5431900,17951000,15250500,10406700,5352200,16621100,13803700,9238400,4705100,14513100,12011500,8052200,4346000,12195600,10077600,6667900,3407300,9490700,7018500,4586300,2497900,6500200,5148700,5145300,4378700,580700,104400,200300,192200,289700,115200,
归属于母公司所有者的净利润(万元),5873600,19296200,16001000,10859300,5571000,18394100,15417000,10514800,5468800,18058200,15321000,10431500,5411600,17946100,15243900,10403200,5343000,16631500,13798800,9235200,4701100,14509400,12008300,8049900,4345400,12192700,10075700,6666700,3406700,9487300,7014600,4584000,2497000,6499200,5147900,5147400,4378700,580700,104400,200300,192200,289700,115200,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,--,0,0,0,0,
少数股东损益(万元),30400,17100,13200,7700,6900,11900,500,-9700,-12000,19200,16000,24900,20300,4900,6600,3500,9200,-10400,4900,3200,4000,3700,3200,2300,600,2900,1900,1200,600,3400,3900,2300,900,1000,800,-2100,0,0,--,0,0,0,0,
基本每股收益,0.17,0.58,0.49,0.33,0.16,0.55,0.47,0.32,0.16,0.55,0.47,0.32,0.17,0.55,0.47,0.32,0.16,0.51,0.42,0.28,0.14,0.45,0.37,0.25,0.13,0.38,0.31,0.21,0.1,0.33,0.25,0.17,--,0.25,0.2,0,0,0,--,0,0,0,0,
稀释每股收益,0.17,0.58,0.49,0.33,0.16,0.55,0.47,0.32,0.16,0.55,0.47,0.32,0.17,0.55,0.47,0.32,0.16,0.51,0.42,0.28,--,0.45,--,0.25,--,0.38,--,0.21,--,0.33,0,0.17,--,0,--,0,0,0,--,0,0,0,0,
