报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),3795,19249,11458,7778,2988,13215,7433,6264,2605,12071,8888,6546,2283,12731,8411,6018,14036,13249,10826,
营业收入(万元),3795,19249,11458,7778,2988,13215,7433,6264,2605,12071,8888,6546,2283,12731,8411,6018,14036,13249,10826,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),3672,16135,9908,6452,2895,11093,6903,5223,2453,10457,7490,5314,2389,10050,6815,4760,9586,8910,6473,
营业成本(万元),1913,8624,5423,3608,1540,5005,3088,2706,1380,5042,3932,2813,1101,4830,3185,2145,3913,3970,3321,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),43,273,139,104,44,229,107,71,26,158,91,76,23,180,114,79,207,219,160,
销售费用(万元),401,2108,1331,893,413,1972,1414,962,382,2048,1257,783,330,2068,1235,893,2050,1731,1199,
管理费用(万元),1355,4870,3010,1783,919,3592,2303,1419,608,3167,2125,1424,755,2750,1967,1377,2944,2631,1706,
财务费用(万元),-27,-201,-160,-125,-45,-261,-197,-122,-46,-195,-82,-41,9,130,98,65,141,99,40,
资产减值损失(万元),-14,462,165,189,23,556,187,187,104,236,168,259,171,92,215,201,332,260,47,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2,111,102,57,--,179,133,111,--,--,--,--,--,0,-1,--,2,1,22,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),392,4146,2323,1853,93,2301,664,1152,152,1615,1398,1233,-106,2681,1596,1258,4452,4339,4375,
营业外收入(万元),0,296,135,132,89,1153,980,518,18,1087,1086,694,247,1211,799,585,1764,877,280,
营业外支出(万元),--,10,10,10,10,15,15,10,10,1,0,--,--,11,--,1,3,15,--,
非流动资产处置损失(万元),--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,1,--,--,
利润总额(万元),392,4432,2447,1975,172,3439,1629,1660,159,2700,2484,1927,141,3882,2394,1843,6213,5201,4655,
所得税费用(万元),69,539,395,253,27,355,132,205,40,263,298,206,29,475,301,222,749,773,779,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),323,3893,2052,1722,145,3084,1497,1455,119,2437,2187,1721,112,3407,2093,1621,5463,4428,3877,
归属于母公司所有者的净利润(万元),398,3843,2027,1720,149,3091,1501,1457,120,2439,2188,1722,113,3411,2099,1625,5459,4444,3877,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-75,50,25,2,-4,-7,-4,-2,-1,-2,-2,-2,-0,-4,-6,-4,5,-17,-0,
基本每股收益,0.02,0.21,0.11,0.09,0.01,0.17,0.08,0.08,0.01,0.3,0.29,0.25,0.02,0.49,0.3,0.24,0.79,0.64,0.62,
稀释每股收益,0.02,0.2,0.11,0.09,0.01,0.17,0.08,0.08,0.01,0.3,0.29,0.25,0.02,0.49,0.3,0.24,0.79,0.64,0.62,
