报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),233282,163059,95028,39950,159560,112788,70420,31623,115845,77490,48552,22962,79492,55557,37774,17244,75102,58188,40470,19612,77473,57014,39636,18912,58775,44030,30370,15291,85757,52373,66363,37646,32339,
营业收入(万元),233282,163059,95028,39950,159560,112788,70420,31623,115845,77490,48552,22962,79492,55557,37774,17244,75102,58188,40470,19612,77473,57014,39636,18912,58775,44030,30370,15291,85757,52373,66363,37646,32339,
利息收入(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),189431,129971,76136,33156,129747,89041,57109,25880,93743,62948,39188,19903,67469,47440,32133,14658,63198,49121,34077,16781,68165,49749,34092,16201,46498,33736,22666,11152,71272,43974,60431,33999,30658,
营业成本(万元),99583,70017,42570,19677,72543,51147,33313,15390,61252,45053,27856,14497,49328,37603,25587,11537,50258,39329,27885,14188,59346,44313,30696,14748,41350,30146,20095,9872,65616,41054,56566,31214,27751,
利息支出(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),6478,5958,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2791,1897,1195,502,2018,1366,828,342,1327,677,436,181,647,378,237,117,446,338,214,92,401,292,193,89,296,219,154,74,400,245,58,11,8,
销售费用(万元),57440,37324,21076,8411,33355,22613,13121,5379,19492,10042,6322,2407,8033,3294,1762,782,3603,2727,1745,807,1780,1152,714,264,1617,1037,534,211,1104,459,680,629,430,
管理费用(万元),14443,15171,8627,4237,14547,10234,6869,3547,10922,6803,4379,2509,9796,6385,4282,2221,8858,6674,4305,1861,5897,3589,2353,1225,3646,2633,1629,892,2770,1399,1939,1547,1246,
财务费用(万元),6793,5189,2582,520,6130,3809,2631,1015,-246,-36,-110,205,-616,-395,65,-56,-77,-139,-209,-69,399,89,-122,-273,-576,-414,60,102,1390,813,1127,586,1316,
资产减值损失(万元),1903,372,84,-191,1156,-128,347,208,996,409,304,104,282,174,200,56,109,193,137,-96,342,315,259,149,167,115,194,--,-8,4,61,12,-93,
公允价值变动收益(万元),-1513,-1874,-1249,-625,-565,--,--,--,--,--,--,--,--,8,24,--,-24,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,
投资收益(万元),2878,2202,1659,1258,1541,604,519,83,774,616,360,157,795,588,387,209,763,593,378,190,354,162,-4,-2,-7,-5,-3,-2,-4,-2,-2,--,--,
对联营企业和合营企业的投资收益(万元),1354,1107,1110,0,1541,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
