报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),41863,26852,40397,29569,19669,37331,40191,37315,
营业收入(万元),41863,26852,40397,29569,19669,37331,40191,37315,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),31423,20008,30910,22859,15343,27634,30533,28307,
营业成本(万元),25834,16333,23234,16828,11051,21939,24651,22862,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),383,236,381,252,143,258,288,248,
销售费用(万元),1303,951,1514,1048,699,1297,1413,1363,
管理费用(万元),3990,2638,6000,4865,3617,4163,3744,3792,
财务费用(万元),-195,-205,-276,-226,-187,-152,374,14,
资产减值损失(万元),108,55,57,91,19,129,63,29,
公允价值变动收益(万元),--,--,64,64,64,-64,1,-35,
投资收益(万元),608,518,544,416,324,934,313,87,
对联营企业和合营企业的投资收益(万元),1,0,-2,-1,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),11066,7373,10095,7190,4714,10566,9972,9060,
营业外收入(万元),384,333,222,169,73,285,184,340,
营业外支出(万元),5,2,163,96,30,84,104,68,
非流动资产处置损失(万元),2,1,112,53,--,9,12,1,
利润总额(万元),11444,7704,10153,7263,4757,10768,10051,9332,
所得税费用(万元),1988,1331,1911,1547,1019,1694,1561,1527,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),9456,6373,8242,5717,3738,9074,8490,7805,
归属于母公司所有者的净利润(万元),9304,6275,8075,5610,3671,8879,8394,7723,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),152,98,168,107,67,194,96,82,
基本每股收益,1.24,0.84,1.08,0.75,0.49,1.18,1.12,1.03,
稀释每股收益,1.24,0.84,1.08,0.75,0.49,1.18,1.12,1.03,
