报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2006-12-31,2005-12-31,
营业总收入(万元),190459,1029297,697055,431059,149779,700023,479812,292109,102651,530399,363252,219604,81616,500592,362579,236056,82354,390263,278348,163350,52474,297857,210127,124511,43480,247365,174519,103170,35337,198166,138116,88370,25333,82931,51373,29171,9074,71232,47232,28219,48450,28066,29069,17455,
营业收入(万元),190459,1029297,697055,431059,149779,700023,479812,292109,102651,530399,363252,219604,81616,500592,362579,236056,82354,390263,278348,163350,52474,297857,210127,124511,43480,247365,174519,103170,35337,198166,138116,88370,25333,82931,51373,29171,9074,71232,47232,28219,48450,28066,29069,17455,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
营业总成本(万元),181186,897181,601648,377980,142027,592683,398070,251219,96268,457653,316702,193782,75914,438608,316617,210572,77861,349050,253074,153701,53154,278682,198934,119606,46154,238955,169713,100864,38084,186615,129249,84092,25608,74793,45503,26018,8872,66340,43551,26273,42670,24795,25232,15207,
营业成本(万元),121998,640944,419283,256848,89457,401577,266162,166586,60051,314197,213159,130164,51997,322192,229763,149437,53494,258362,185525,110292,36938,210166,147312,88257,30681,179146,128439,75191,25568,141125,102872,66819,19110,53223,30879,17100,5471,50999,33586,20278,35273,20114,20875,12496,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,
