报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),32368,19035,9032,38521,28547,19019,8507,38411,20073,36458,23862,28494,
营业收入(万元),32368,19035,9032,38521,28547,19019,8507,38411,20073,36458,23862,28494,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),26867,16317,7774,31081,22835,15390,7208,33502,17232,32046,21910,24097,
营业成本(万元),22256,13020,6063,25104,18410,12579,5748,28114,14919,26577,17080,19290,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),269,182,70,381,215,92,59,273,135,192,116,118,
销售费用(万元),503,304,165,788,529,329,186,753,326,766,651,777,
管理费用(万元),3587,2471,1233,4698,3417,2366,1220,4161,1752,3688,3105,3097,
财务费用(万元),192,187,106,106,238,-10,-3,294,171,621,787,1051,
资产减值损失(万元),61,153,138,4,25,34,-1,-93,-71,202,172,-236,
公允价值变动收益(万元),--,--,--,394,394,394,394,-394,--,--,--,--,
投资收益(万元),--,--,--,-738,-738,-738,-738,--,--,--,11,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5523,2733,1258,7096,5368,3285,955,4516,2840,4412,1963,4397,
营业外收入(万元),106,24,23,347,248,219,181,613,499,441,430,208,
营业外支出(万元),54,50,13,271,127,114,23,189,90,111,78,135,
非流动资产处置损失(万元),31,31,--,143,28,28,--,70,--,10,--,--,
利润总额(万元),5575,2707,1267,7172,5489,3390,1113,4939,3248,4742,2315,4470,
所得税费用(万元),779,347,211,1145,880,529,223,764,743,1051,415,818,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4796,2360,1056,6026,4608,2862,890,4175,2506,3691,1900,3652,
归属于母公司所有者的净利润(万元),4796,2360,1056,6026,4608,2862,890,4175,2506,3691,1900,3652,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.45,0.24,0.12,0.67,0.51,0.32,0.1,0.46,0.28,0.41,0.21,0.41,
稀释每股收益,0.45,0.24,0.12,0.67,0.51,0.32,0.1,0.46,0.28,0.41,0.21,0.41,
