报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),68553,268257,197575,120252,53053,182710,128522,73750,29795,144595,101850,62391,27022,111544,78283,50519,20345,99916,69772,44220,18266,95982,67895,43860,20487,97098,66828,40830,19571,89119,61908,40100,17007,55276,36589,21747,9949,60388,45709,28732,13837,46760,29111,17851,6769,42137,29893,20289,9464,
营业收入(万元),68553,268257,197575,120252,53053,182710,128522,73750,29795,144595,101850,62391,27022,111544,78283,50519,20345,99916,69772,44220,18266,95982,67895,43860,20487,97098,66828,40830,19571,89119,61908,40100,17007,55276,36589,21747,9949,60388,45709,28732,13837,46760,29111,17851,6769,42137,29893,20289,9464,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),64555,245683,178381,109874,48725,166974,116648,68028,28075,136036,95554,58660,25505,104157,72896,47994,19498,95013,66039,42326,17622,91698,64348,41060,19244,88804,61539,37573,18095,80981,55580,35758,15795,50828,32697,19807,9511,56711,43456,27261,13590,44927,28579,17444,6697,40589,29496,19915,9702,
营业成本(万元),53722,203969,149529,90916,40393,142353,100668,57782,23332,117655,82961,51039,21938,88207,62187,40837,16365,79495,55511,35356,14416,76410,53836,34332,16140,76132,52777,32656,15298,69593,48562,31322,13504,42393,27555,16420,7584,49365,37610,23802,11615,39870,24612,15287,5965,35864,26140,17460,8414,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),577,1730,1185,965,421,1083,640,521,263,637,436,300,139,398,352,268,116,334,307,234,167,431,325,133,73,306,230,128,100,147,95,68,38,118,65,54,23,81,67,44,14,87,40,28,7,65,34,31,11,
销售费用(万元),2264,9592,6295,4127,1651,6642,4241,2844,1143,4814,3166,1938,1003,4296,2889,2024,954,4294,2886,1788,889,4618,3083,1968,918,3783,2654,1662,692,3167,2053,1415,689,2382,1458,939,421,1977,1330,887,475,1193,907,490,251,943,720,504,270,
管理费用(万元),5473,25152,17238,11647,5283,17578,11273,7300,3272,12987,8447,5007,2574,10185,7331,4675,2304,9796,6702,4538,2197,8973,6485,4108,2026,7683,5230,3157,1933,6980,4097,2516,1463,5589,3822,2397,1287,4964,3699,2182,1328,3157,2533,1366,425,3171,2215,1648,875,
财务费用(万元),2503,4034,3080,1562,577,-2255,-705,-607,163,-1880,-1596,-328,-324,36,-91,-133,-38,931,717,510,201,584,154,101,104,669,651,234,198,415,151,44,4,-44,-448,-31,-36,95,69,128,64,268,330,259,123,544,424,298,132,
资产减值损失(万元),15,1206,1053,658,399,1573,531,189,-99,1823,2140,704,176,1034,227,324,-204,163,-83,-100,-248,680,466,417,-17,230,-4,-264,-126,678,623,392,97,391,245,27,231,228,681,219,94,352,156,14,-75,1,-36,-27,0,
公允价值变动收益(万元),0,-26,8,10,21,-22,-15,-17,-28,-48,-35,-18,-23,-170,-152,-97,--,-56,--,--,--,119,26,32,9,-119,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,0,0,--,--,0,
投资收益(万元),99,743,614,411,198,760,363,44,--,247,144,67,-32,-109,36,5,17,-351,-89,-82,-42,-121,-248,-195,-42,-145,--,0,--,-3,-3,-3,-1,-10,-7,-4,--,-3,--,0,--,0,--,--,0,0,--,--,0,
对联营企业和合营企业的投资收益(万元),--,-7,-5,-4,-4,-40,-27,-5,--,-82,-82,-82,-32,-109,36,5,17,-351,-89,-82,-42,-172,-248,-195,-42,--,--,--,--,-3,--,--,--,--,--,0,--,--,--,0,--,0,--,--,0,0,--,--,0,
