报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),1412348,7048515,5084233,3292687,1581673,6600940,4468922,2872547,1406074,5637498,3984475,2691648,1371372,6031453,4650972,3103553,1659140,6398528,4511266,2958291,1602552,5779668,4201652,2878029,1530824,5545514,4082161,2677508,5377439,2601993,3519133,2409057,1973094,
营业收入(万元),1412348,7048515,5084233,3292687,1581673,6600940,4468922,2872547,1406074,5637498,3984475,2691648,1371372,6031453,4650972,3103553,1659140,6398528,4511266,2958291,1602552,5779668,4201652,2878029,1530824,5545514,4082161,2677508,5377439,2601993,3519133,2409057,1973094,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业总成本(万元),1408419,7038111,5070020,3279137,1565658,6549471,4435469,2852977,1403610,5631499,3994168,2696817,1365946,6044068,4683971,3114336,1661118,6349666,4437188,2899133,1570179,5836381,4212920,2833006,1504896,5457960,3985143,2626271,5210542,2516214,3383216,2330161,1909232,
营业成本(万元),1278415,6397041,4600892,2967679,1419788,5959039,4024100,2586603,1272007,5079250,3570963,2408119,1223821,5407785,4195337,2789632,1504967,5692611,3965521,2587396,1434278,5169850,3737552,2539784,1383944,4909688,3645860,2399195,4796594,2329377,3149986,2157088,1809393,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业税金及附加(万元),6079,32120,22100,13442,6461,22083,7633,4998,2857,15766,11516,7280,3584,17016,10063,6855,2670,17590,13062,8520,3647,13250,9163,6379,2502,11732,8173,5397,7028,2411,5588,4691,2742,
销售费用(万元),40872,228824,146923,110587,54646,219074,147784,96353,51851,199167,147117,105427,54520,250397,192437,125266,56710,262102,178730,116506,50584,275682,208851,134167,62607,256607,169929,117489,214831,104414,141198,93645,56217,
管理费用(万元),43645,186545,159761,95806,46071,196792,153739,96758,50783,201523,161713,106391,54829,222296,177829,112935,56800,214761,161339,103645,49221,199885,145644,92994,38156,153990,110550,77034,108173,48620,66801,47479,32253,
财务费用(万元),39407,170945,129433,80722,38691,131161,91581,57633,26113,116875,94649,61390,23003,130250,100574,71917,39970,148713,104194,68726,32449,153883,107343,55385,17686,75713,46716,23243,83256,29891,14310,22955,7067,
资产减值损失(万元),0,22636,10910,10901,0,21322,10632,10632,--,18917,8210,8210,6189,16324,7732,7732,--,13889,14342,14342,--,23831,4367,4298,--,50231,3914,3914,659,1502,5334,4303,1560,
公允价值变动收益(万元),0,-1404,-1571,-1571,0,-2233,92,92,--,118,100,100,--,3278,8268,8268,--,--,--,--,--,--,--,--,--,--,--,0,474,429,--,--,0,
投资收益(万元),5333,33862,30084,28252,5069,3883,1792,-1316,380,18984,16001,9779,3105,37632,40606,12001,13418,4821,-70,171,-193,-234,-85,-68,42,4330,-116,244,837,112,-46,6,-14,
对联营企业和合营企业的投资收益(万元),4048,8739,8054,6558,4290,1777,2178,-2626,380,1869,4108,3864,3105,15895,17532,12167,13631,2301,-168,21,-193,-766,-433,-117,--,-171,-110,-11,-219,-117,-46,--,0,
汇兑收益(万元),--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业利润(万元),10773,57714,42726,40231,21084,53119,35337,18347,2844,25101,6408,4710,8531,28295,15875,9486,11439,53683,74009,59329,32179,-56947,-11353,44954,25970,91885,96903,51480,168209,86319,135871,78902,63847,
营业外收入(万元),959,6909,16543,12078,1771,28522,13383,8272,3827,31071,23026,17777,2197,25816,10468,9886,2096,34132,9028,6161,2626,20002,10718,6729,1508,14007,8863,8453,6821,1809,6485,6621,1823,
营业外支出(万元),791,3371,3519,2579,1120,6676,4165,2049,1056,8398,6085,3893,1313,7400,5301,3354,2363,8874,7132,3814,1646,7721,3532,1591,693,3005,1893,1448,1840,681,1576,1498,917,
非流动资产处置损失(万元),--,--,855,703,689,2764,1994,750,403,3114,2344,1695,610,2514,1943,1315,774,4191,3565,2359,1051,4372,1215,498,174,1686,845,578,492,120,790,810,408,
利润总额(万元),10942,61252,55750,49730,21734,74965,44554,24570,5615,47774,23350,18594,9414,46711,21042,16018,11172,78941,75905,61677,33160,-44666,-4167,50093,26785,102888,103873,58485,173190,87447,140779,84025,64753,
所得税费用(万元),6498,41824,26473,22087,10707,38134,29334,18913,2043,24951,18264,15030,5933,33551,11506,11561,3396,57396,44857,33337,9244,37966,23933,26719,8623,36977,32945,17506,48925,23926,39312,23937,20693,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
