报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),163032,577573,418282,290983,141885,486053,350106,237738,112546,421336,306540,205345,98111,365411,265991,173963,79774,311938,214269,139884,65752,271366,195683,138994,67025,250578,179316,122658,61816,210098,150182,98742,46705,168634,118913,76623,34744,131127,95342,62233,29625,106079,74324,48332,22198,87166,61446,39954,19771,
营业收入(万元),163032,577573,418282,290983,141885,486053,350106,237738,112546,421336,306540,205345,98111,365411,265991,173963,79774,311938,214269,139884,65752,271366,195683,138994,67025,250578,179316,122658,61816,210098,150182,98742,46705,168634,118913,76623,34744,131127,95342,62233,29625,106079,74324,48332,22198,87166,61446,39954,19771,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,--,--,--,0,--,--,0,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,--,--,--,0,--,--,0,--,--,--,0,--,--,
营业总成本(万元),134598,486383,351085,243829,119118,426468,307522,207713,99355,388197,282940,188316,90881,344592,250193,162112,74244,290771,198093,128044,59538,244360,175458,122172,58679,223030,156732,104627,51563,174901,122885,79159,37845,140029,98470,63471,30335,115958,84942,54759,26552,94922,65102,40910,19735,75997,53470,34248,17039,
营业成本(万元),103149,360183,265139,185666,91992,327520,238090,162474,77178,295420,216518,143056,68439,258374,187528,120509,54328,220639,149898,95490,44127,188530,136594,96426,46312,176779,123757,83615,41888,139183,97803,63119,30085,106627,75987,48953,22960,86540,64495,41745,20671,73806,51159,32358,15022,57190,40585,26093,13021,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,--,--,--,--,0,--,--,0,0,0,--,0,0,0,
