报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),157106,84227,42331,202681,159037,96272,42945,400436,180822,116523,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,
利息收入(万元),34463,59418,11941,114842,26417,59742,11149,149772,61323,28666,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),66149,39389,19617,125962,94326,61544,29038,271635,107266,84235,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),24931,10917,3268,3513,808,333,165,928,736,656,
营业总成本(万元),102166,60640,27177,106784,87864,56374,27089,209323,107868,85296,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,
利息支出(万元),--,36276,--,83012,--,40429,--,93614,33824,12743,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),21218,10167,2985,2799,96,66,43,111,97,125,
营业税金及附加(万元),1433,784,348,5742,5204,4698,3198,25548,10352,6369,
销售费用(万元),77787,48330,23237,100944,81995,51287,23738,170901,94648,78009,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,
资产减值损失(万元),1728,1358,608,-2701,569,322,110,12763,2772,794,
公允价值变动收益(万元),-2016,-6832,73,-6075,793,-2881,-4682,5606,7325,-1097,
投资收益(万元),33512,17549,7442,47794,36943,18222,7281,59902,37644,16960,
对联营企业和合营企业的投资收益(万元),-52,85,948,1271,1676,1115,--,173,-32,--,
汇兑收益(万元),67,60,-11,-344,-250,-259,-5,6206,353,-153,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),5189,3037,1175,6317,4274,1866,1079,5308,911,924,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),54940,23587,15154,95897,71173,39899,15856,191112,72954,31227,
营业外收入(万元),824,310,203,3962,3171,2913,1185,2123,3236,2943,
营业外支出(万元),1435,1252,69,606,551,166,5,696,713,346,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,
利润总额(万元),54329,22645,15288,97457,71997,41123,16363,189097,75477,33823,
所得税费用(万元),13293,5848,3810,22784,15672,9685,3803,48859,20479,9981,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),41036,16797,11479,74672,56325,31438,12560,140238,54998,23843,
归属于母公司所有者的净利润(万元),35576,13337,10005,71865,54976,30616,12681,140550,56229,25293,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),5460,3460,1474,2808,1350,822,-121,-312,-1231,-1451,
基本每股收益,0.09,0.03,0.03,0.22,0.17,0.1,0.04,0.49,0.24,0.12,
稀释每股收益,0.09,0.03,0.03,0.22,0.17,0.1,0.04,0.49,0.24,0.12,
