报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),35003,24074,11319,36405,25956,16422,7671,30909,22321,1841,30869,26275,20296,18281,
营业收入(万元),35003,24074,11319,36405,25956,16422,7671,30909,22321,14287,30869,26275,20296,18281,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),28337,19513,9208,30854,22134,14180,6736,25850,18895,--,25175,21118,15362,13513,
营业成本(万元),22777,15748,7462,23324,16782,10601,5160,19263,13841,--,19107,16380,12015,10635,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),333,231,111,416,267,177,96,291,210,--,284,217,214,128,
销售费用(万元),2434,1585,761,2803,2068,1412,663,2441,1905,--,2323,1969,1314,1249,
管理费用(万元),3113,2051,826,3490,2509,1627,758,2858,2210,--,2771,2424,1783,1316,
财务费用(万元),-339,-150,-14,763,480,351,58,948,681,--,548,206,62,146,
资产减值损失(万元),18,49,62,59,28,12,1,49,48,--,143,-78,-26,38,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),225,147,73,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6890,4707,2184,5551,3822,2242,935,5059,3426,2151,5694,5157,4933,4769,
营业外收入(万元),146,93,83,611,123,118,105,64,22,--,42,367,35,40,
营业外支出(万元),19,6,4,11,9,0,1,15,14,--,17,52,10,12,
非流动资产处置损失(万元),6,6,2,3,3,0,0,7,6,--,6,39,--,--,
利润总额(万元),7017,4794,2263,6152,3936,2359,1039,5108,3434,2166,5719,5472,4957,4797,
所得税费用(万元),1063,716,332,952,639,374,215,707,487,--,852,782,711,571,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5955,4078,1931,5200,3298,1985,824,4401,2947,1841,4867,4690,4247,4226,
归属于母公司所有者的净利润(万元),5955,4078,1931,5200,3298,1985,824,4401,2947,1841,4867,4690,4247,4226,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.45,0.31,0.29,0.96,0.66,0.4,0.16,0.88,0.59,--,0.97,0.94,0.88,--,
稀释每股收益,0.45,0.31,0.29,0.96,0.66,0.4,0.16,0.88,0.59,--,0.97,0.94,0.88,--,
