报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),50943,32555,51212,35437,40517,18264,46734,33209,31307,
营业收入(万元),50943,32555,51212,35437,40517,18264,46734,33209,31307,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),43974,28202,43073,30613,34685,16069,39169,28593,26963,
营业成本(万元),35338,22480,34125,24101,26732,11912,31534,23025,21908,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),463,303,476,267,286,190,264,165,210,
销售费用(万元),3703,2540,4883,3382,4032,1898,3640,2598,2556,
管理费用(万元),3419,2324,3579,2639,3572,1629,3354,2497,2286,
财务费用(万元),724,287,-687,-324,-467,35,197,288,-219,
资产减值损失(万元),327,269,695,549,529,406,179,20,222,
公允价值变动收益(万元),-26,-26,--,--,--,--,--,--,--,
投资收益(万元),107,84,-4,-1,13,13,39,--,--,
对联营企业和合营企业的投资收益(万元),21,43,-35,-44,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),7209,4534,8136,4823,5845,2208,7604,4615,4344,
营业外收入(万元),24,6,592,359,452,232,328,365,732,
营业外支出(万元),39,34,159,152,49,23,62,44,27,
非流动资产处置损失(万元),34,34,0,0,0,0,3,2,1,
利润总额(万元),7194,4506,8569,5029,6248,2417,7869,4937,5049,
所得税费用(万元),876,578,1205,675,899,336,1202,726,631,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),6318,3928,7364,4354,5349,2082,6667,4210,4417,
归属于母公司所有者的净利润(万元),6318,3928,7364,4354,5349,2082,6667,4210,4417,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,
基本每股收益,0.41,0.26,0.48,0.28,0.35,0.14,0.44,0.28,0.29,
稀释每股收益,--,0.26,0.48,--,0.35,0.14,0.44,0.28,0.29,
