报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2012-09-30,
营业总收入(万元),897595,568122,289318,1015945,706365,437059,219214,770519,560526,362218,169834,574299,382179,346892,250712,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利息收入(万元),1396462,885481,429978,1314622,926366,588428,287356,1029602,756212,487197,229441,760241,597384,505980,408459,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),116483,69725,32243,151816,84175,50505,28965,73586,46131,24989,12053,32349,11697,9684,5568,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),414,278,160,1079,704,427,191,1338,838,556,309,1492,801,988,611,
营业总成本(万元),527080,348502,178051,596199,395937,260287,128544,381269,261198,179368,89019,277124,160191,144808,85702,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利息支出(万元),610768,380183,172807,474562,332740,214008,105853,346997,252260,160702,76642,238611,194781,168099,229674,
手续费及佣金支出(万元),12721,7063,3257,9820,5270,3366,1655,6175,3761,2074,878,3091,982,675,431,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),273,273,273,268,219,219,--,814,--,--,--,3222,182,272,213,
营业税金及附加(万元),6080,4509,1407,24568,23251,21225,15541,57019,43681,27778,13266,40435,26762,23817,16475,
销售费用(万元),227109,150736,76672,260077,168530,106225,49025,203649,146004,90086,40329,156157,118665,103243,57832,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
资产减值损失(万元),293618,192984,99700,311286,203936,132618,63978,119787,71512,61505,35424,77310,14582,17476,11182,
公允价值变动收益(万元),-685,-529,63,-1231,-819,-681,-175,789,1241,2423,-689,13965,-17471,-1818,-83,
投资收益(万元),2333,-372,2927,33049,33869,15496,10370,17831,12045,9781,6217,7810,-14444,524,65990,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),71,37,13,992,80,256,14,545,80,48,23,145,-25,308,272,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),370515,219620,111267,419746,310429,176771,90670,389250,299328,182850,80814,297175,221989,202084,165010,
营业外收入(万元),339,181,701,6405,807,554,289,3966,529,438,47,3932,1755,1229,359,
营业外支出(万元),1079,802,168,913,622,472,65,723,561,439,381,1428,513,817,696,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),369775,218999,111800,425238,310613,176853,90893,392493,299296,182849,80481,299679,223231,202496,164673,
所得税费用(万元),47602,28248,14480,56365,39721,21414,9692,68501,53209,32231,12267,54943,42363,40465,37031,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),322173,190752,97320,368873,270892,155439,81201,323992,246086,150618,68214,244736,180867,162031,127642,
归属于母公司所有者的净利润(万元),318720,190207,96693,365432,269809,154312,80877,322181,245100,150787,67478,243574,180379,162518,127960,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),3454,545,627,3441,1083,1127,324,1811,986,-169,736,1162,488,-487,-318,
基本每股收益,1.39,0.83,0.42,1.86,1.46,0.86,0.45,1.79,1.36,0.84,0.38,1.35,1,0.9,0.71,
稀释每股收益,1.39,0.83,0.42,1.86,1.46,0.86,0.45,1.79,1.36,0.84,0.38,1.35,1,0.9,0.71,
