报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),63139,40675,17249,78807,52272,29567,12642,62776,42617,24928,9653,71739,56910,42942,16794,60767,50154,38347,17339,76362,60596,41671,16363,74155,55016,36576,59562,44258,39869,
营业收入(万元),63139,40675,17249,78807,52272,29567,12642,62776,42617,24928,9653,71739,56910,42942,16794,60767,50154,38347,17339,76362,60596,41671,16363,74155,55016,36576,59562,44258,39869,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),53798,35523,16520,71173,46879,27699,11868,55855,37354,23546,8865,57626,44599,32111,12345,47490,36852,28406,13103,57408,44516,30266,12046,57613,41935,27181,43327,30590,28935,
营业成本(万元),37652,24068,11098,50094,32793,18276,8037,37369,25166,15714,5694,42203,33642,24943,9357,32970,26848,21185,9928,44397,35839,24413,9666,42956,31829,20249,31894,22701,21884,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2080,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),765,521,217,982,654,428,187,794,348,153,104,460,300,197,86,691,428,248,110,677,486,318,130,834,568,412,593,659,428,
销售费用(万元),6857,4680,2332,6577,4129,2533,1310,5767,3849,2364,1196,4227,2954,1904,951,4498,3113,2132,784,4439,2918,2142,1295,6503,4249,2604,4568,2524,2317,
管理费用(万元),5334,4780,2668,10875,6913,4456,2279,9102,5751,3630,1609,8151,5616,3503,1758,8533,5645,3940,2324,7434,4878,3141,1228,7118,4704,3086,5735,4536,4174,
财务费用(万元),-74,283,137,187,146,96,11,47,68,48,42,-19,-11,-71,-108,-132,-86,-11,1,-528,-510,-527,-455,-497,-178,-2,58,-159,-25,
资产减值损失(万元),1185,1192,68,2459,2244,1910,44,2776,2172,1637,221,2605,2098,1635,301,931,904,911,-43,989,906,779,182,700,761,833,479,328,157,
公允价值变动收益(万元),245,-146,447,231,333,33,214,-2397,-1992,-2213,241,1063,1051,929,437,1303,1023,798,422,397,276,84,19,--,--,--,--,--,-28,
投资收益(万元),1900,1414,7,2709,1781,1422,104,5073,3658,3604,-0,1783,1896,929,370,2776,1840,1079,518,1920,641,146,85,366,5,58,320,684,649,
对联营企业和合营企业的投资收益(万元),244,-79,-237,643,442,339,-165,629,136,305,-243,-304,362,88,-21,719,265,62,27,502,235,71,85,366,5,58,320,684,267,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13797,8076,1754,14144,9747,4766,1092,9596,6929,2773,1030,16958,15258,12690,5257,17356,16164,11818,5175,21270,16997,11635,4421,16908,13085,9452,16555,14353,11556,
营业外收入(万元),35,21,--,19,26,19,681,2737,1139,709,208,2851,1217,657,195,3584,2236,785,156,2846,1716,1168,69,3757,1997,1370,842,444,272,
营业外支出(万元),168,14,2,186,119,104,102,20,7,5,4,32,31,30,0,17,16,16,8,33,25,22,--,125,17,16,5,11,23,
非流动资产处置损失(万元),--,--,--,--,9,--,--,3,2,2,2,31,31,30,0,2,1,1,--,2,--,--,--,--,--,--,1,1,18,
利润总额(万元),13664,8083,1752,13978,9654,4681,1671,12313,8061,3477,1233,19778,16444,13316,5452,20923,18385,12587,5323,24083,18687,12782,4490,20540,15065,10806,17392,14786,11805,
所得税费用(万元),1530,967,364,1787,1278,639,278,1512,1051,379,164,2254,1829,1510,451,2346,2112,1373,379,3355,2293,1528,347,3005,1816,1222,2340,2065,1184,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),12134,7116,1388,12190,8376,4042,1393,10802,7011,3098,1069,17524,14615,11806,5001,18577,16273,11213,4945,20728,16394,11254,4143,17534,13248,9584,15052,12721,10621,
归属于母公司所有者的净利润(万元),13109,8136,2074,12954,8981,4333,1488,10982,6992,3086,1083,17679,14669,11845,5023,18732,16273,11213,4945,20728,16394,11254,4143,17534,13248,9584,15052,12721,10621,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-975,-1020,-686,-764,-605,-291,-94,-181,18,12,-13,-155,-54,-39,-22,-155,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.19,0.12,0.03,0.19,0.13,0.06,0.02,0.16,0.1,0.05,0.02,0.26,0.22,0.3,0.13,0.47,0.41,0.28,0.12,0.52,0.41,0.28,0.1,0.47,0.37,0.27,0.42,0.35,0.3,
稀释每股收益,0.19,0.12,0.03,0.19,0.13,0.06,0.02,0.16,0.1,0.05,0.02,0.26,0.22,0.3,0.13,0.47,0.41,0.28,0.12,0.52,0.41,0.28,0.1,0.47,0.37,0.27,0.42,0.35,0.3,
