报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),146870,500188,315081,193741,89415,214022,150626,90613,41284,153646,104040,63875,19036,49878,29915,17913,8257,38548,33418,17384,6756,42457,33006,13450,3516,49343,33884,48573,33932,25885,
营业收入(万元),146870,500188,315081,193741,89415,214022,150626,90613,41284,153646,104040,63875,19036,49878,29915,17913,8257,38548,33418,17384,6756,42457,33006,13450,3516,49343,33884,48573,33932,25885,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),131299,483315,310444,189872,88225,208079,148204,88535,40682,151121,102612,62608,18805,48926,29586,17390,8173,37852,31774,16641,6741,37183,28715,11939,3510,40659,28265,40080,28903,23763,
营业成本(万元),123403,458921,299089,183342,84489,197650,141403,84026,38662,140685,96298,58089,17450,42394,25427,15372,7192,30840,26866,14548,5627,30927,24393,9688,2469,32302,22328,34689,24099,20491,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),397,1017,755,418,167,407,105,81,29,410,250,181,60,201,186,159,40,98,76,44,18,247,235,100,73,191,86,35,32,24,
销售费用(万元),2937,7024,5008,2504,1657,4535,3049,2192,899,3740,2851,2242,575,3098,2070,1103,241,2771,2115,755,468,1649,1336,770,421,4003,2920,1622,1971,1545,
管理费用(万元),2736,13686,4905,3161,1509,5069,3413,2163,999,5381,3578,2540,1135,4005,2599,1712,789,3349,2601,1577,671,3779,2575,1410,780,3543,2359,3604,2472,1418,
财务费用(万元),1290,2085,1227,686,161,-561,173,191,144,276,22,-5,3,-682,-680,-693,-47,-101,-282,-250,8,40,106,154,72,208,125,85,48,51,
资产减值损失(万元),538,582,-541,-238,243,980,60,-118,-50,628,-387,-439,-417,-90,-16,-263,-41,896,398,-31,-51,542,69,-183,-305,412,447,46,281,233,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,3,-18,-20,-34,-18,18,33,-24,-0,-14,-10,-8,--,-82,-21,96,--,--,
投资收益(万元),134,1011,574,424,234,914,635,275,-5,227,187,167,114,442,338,141,102,309,47,46,21,35,46,19,16,294,200,--,--,6,
对联营企业和合营企业的投资收益(万元),-79,405,13,5,8,-3,2,-4,-10,119,100,81,31,43,39,-8,4,78,47,46,21,26,47,20,16,19,1,--,--,--,
