报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),22264,88087,60559,43103,19586,90079,63699,42549,20934,72617,47669,31491,15263,66147,46237,31116,14797,68142,50711,33616,17507,73431,55475,36788,19455,79296,58288,37976,18262,83059,61573,41339,20447,71888,52268,34693,18732,68022,50329,33714,67892,51067,60627,48201,
营业收入(万元),22264,88087,60559,43103,19586,90079,63699,42549,20934,72617,47669,31491,15263,66147,46237,31116,14797,68142,50711,33616,17507,73431,55475,36788,19455,79296,58288,37976,18262,83059,61573,41339,20447,71888,52268,34693,18732,68022,50329,33714,67892,51067,60627,48201,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0,
营业总成本(万元),19940,86514,57533,40248,18019,80170,54211,35661,17180,66655,43305,28128,13229,59523,41082,27585,13108,62538,46264,30638,16019,67104,49294,31923,16361,69542,50907,33255,16199,71975,53719,35681,17393,61665,42586,28039,15260,54497,40329,27239,59461,45457,51923,43857,
营业成本(万元),15317,60472,41880,30005,13737,59026,41977,27835,13581,48300,31871,21214,10122,45271,31802,21450,10253,48376,36237,24269,12888,52505,39333,25891,13628,56218,41432,27103,13206,59461,43884,29533,14683,50052,35989,23863,12945,46167,34182,23115,51889,39544,48541,40110,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0,
