报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),16352,6948,40404,24364,14488,5866,35901,23069,14468,6021,27096,14661,8056,3601,22511,14156,9245,4216,20522,13220,8711,3872,22331,13993,8924,3285,17890,10389,5362,2074,12955,8718,5889,2208,15693,10592,6215,11823,7421,11568,7647,
营业收入(万元),16352,6948,40404,24364,14488,5866,35901,23069,14468,6021,27096,14661,8056,3601,22511,14156,9245,4216,20522,13220,8711,3872,22331,13993,8924,3285,17890,10389,5362,2074,12955,8718,5889,2208,15693,10592,6215,11823,7421,11568,7647,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业总成本(万元),15796,6029,30537,19940,12201,5009,25061,17531,11664,5083,19347,11406,6895,3220,17346,11463,7848,3784,16730,10665,6976,3243,17776,10828,7130,2827,13364,7217,3439,1226,8516,5431,3752,1410,9810,6516,3821,7189,4716,6673,4479,
营业成本(万元),7990,2650,16748,10395,6139,2434,13091,8766,5755,2466,10579,5883,3436,1531,10356,6763,4675,2168,10824,7068,4577,2025,11768,7372,4748,1732,8600,5155,2353,886,5842,3980,2822,1079,7146,4506,2601,5230,3431,5217,3289,
利息支出(万元),--,--,--,--,--,--,--,233,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,2485,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,5973,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,-887,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,961,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业税金及附加(万元),192,92,550,334,187,71,475,--,163,68,338,196,111,50,303,175,116,54,274,154,103,44,257,134,83,22,215,135,77,28,230,131,90,29,264,182,106,173,101,193,119,
销售费用(万元),2600,1113,3781,2484,1580,645,3763,--,1682,729,3056,1842,1165,531,2987,1860,1242,555,2573,1498,946,478,2612,1582,1083,459,1917,874,535,179,1363,714,451,175,909,559,357,740,450,548,468,
管理费用(万元),5550,2724,9415,6829,4389,2036,8485,--,4098,2016,7034,4419,2915,1494,5147,3612,2421,1333,4000,2836,1893,1015,3924,2639,1792,967,3425,1644,865,408,1952,1158,753,327,1480,990,597,905,656,624,473,
财务费用(万元),-1009,-624,-1376,-957,-587,-244,-1284,--,-625,-292,-1464,-1107,-761,-375,-1570,-1155,-773,-363,-1442,-1082,-723,-357,-1470,-1133,-758,-388,-1210,-901,-611,-308,-1112,-832,-556,-252,-209,-19,-7,-10,-9,5,10,
资产减值损失(万元),473,74,1419,856,492,68,533,--,591,96,-197,174,30,-11,122,208,168,37,501,190,180,37,685,234,182,34,417,311,220,34,241,280,191,51,219,298,167,150,87,86,119,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
投资收益(万元),137,9,-17,-15,-14,--,-5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,-3,-1,-3,-5,
对联营企业和合营企业的投资收益(万元),16,--,-17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,-3,-1,-3,-5,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
