报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),168166,983953,738285,539927,339447,1489500,1051899,866698,555791,1452739,1236804,871279,627346,1590322,1057294,757689,503172,1516688,1157693,798898,315775,1073250,771672,542746,205447,1153944,803147,539004,227158,1451359,792122,535186,212245,1227862,849483,574682,293337,1078031,821712,544779,307791,703390,478071,340468,142827,612794,416275,302298,156634,
营业收入(万元),168166,983953,738285,539927,339447,1489500,1051899,866698,555791,1452739,1236804,871279,627346,1590322,1057294,757689,503172,1516688,1157693,798898,315775,1073250,771672,542746,205447,1153944,803147,539004,227158,1451359,792122,535186,212245,1227862,849483,574682,293337,1078031,821712,544779,307791,703390,478071,340468,142827,612794,416275,302298,156634,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
营业总成本(万元),192504,1234917,697867,497075,296931,1397593,968319,743872,449315,1354442,1132238,787714,567902,1525993,960692,668065,434849,1323363,972126,648977,271558,919377,667258,462069,187953,1054053,748615,510831,223835,1313905,747699,484394,187389,1015335,729126,501576,259148,1080765,693878,447365,250177,614616,395691,273665,117129,516911,358759,254106,125239,
营业成本(万元),67747,470926,379694,278583,180702,867951,606075,482110,285914,902888,803958,590618,445788,964711,643507,458910,308858,810265,618774,412941,158791,544822,388591,271940,104444,696952,485547,332692,141952,963458,554734,364043,126579,756286,545500,376774,192615,691461,518355,333239,191309,453946,290078,205913,81466,390428,275467,197581,98513,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,
