报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),21550,93543,69923,45016,17024,84839,52582,34634,10831,78623,60789,39674,15600,96318,71026,50460,21207,86475,58434,38625,15366,85786,60814,38634,13075,72729,53614,33453,14320,68861,47842,30625,9612,49897,33069,21046,8483,32295,22038,13109,4692,28353,21200,12928,5067,19,13,9,7,1024,109,73,33,
营业收入(万元),21550,93543,69923,45016,17024,84839,52582,34634,10831,78623,60789,39674,15600,96318,71026,50460,21207,86475,58434,38625,15366,85786,60814,38634,13075,72729,53614,33453,14320,68861,47842,30625,9612,49897,33069,21046,8483,32295,22038,13109,4692,28353,21200,12928,5067,19,13,9,7,1024,109,73,33,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
营业总成本(万元),23322,100670,71777,46204,18629,90698,56152,36478,13335,82272,60848,39704,16426,94737,69618,48400,21537,83831,57038,38083,15704,84087,59347,37819,13888,73897,55758,35685,16278,69124,47502,29630,10154,45966,30793,19463,8303,28601,19397,12138,4921,22217,15048,8204,2847,1089,-351,-762,53,-725,1744,938,458,
营业成本(万元),19947,79990,59285,38390,15364,72913,44879,29535,9795,67013,52494,34370,13402,79324,58968,41477,18309,69932,47331,31449,12878,71551,50535,32244,11633,62345,47157,29866,13528,56628,37883,22863,7571,38421,25582,16087,6731,23928,15943,9738,3803,19141,13727,7968,3227,9,12,9,11,1110,79,55,19,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
研发费用(万元),21,89,66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
营业税金及附加(万元),200,1205,985,735,265,1216,654,454,107,707,395,271,140,496,381,217,94,789,617,404,129,877,624,440,91,674,490,301,129,1820,1656,1533,76,330,224,157,75,278,189,120,39,231,171,105,27,1,1,0,0,62,6,4,2,
销售费用(万元),616,5824,4307,2871,1003,5526,3573,2224,947,4960,3659,2182,1104,5179,3596,2250,968,5442,3640,2387,857,3969,2623,1403,530,2466,1807,999,516,2142,1372,826,311,646,443,279,142,454,313,193,65,405,308,176,60,0,--,--,0,0,--,--,--,
管理费用(万元),1979,8366,5648,3851,2179,8042,5991,3847,2212,6298,4755,3412,2006,5881,4214,2868,1586,5408,3979,2650,1443,5973,4236,2903,1495,5904,4403,3120,1577,5764,4261,2823,1387,4351,2978,1882,873,2646,2020,1280,655,2002,1208,614,374,1034,427,363,42,749,291,168,82,
财务费用(万元),489,1679,1102,659,227,1428,900,459,155,-1019,-922,-817,-237,3248,2301,1446,660,2049,1442,847,415,1811,1444,961,426,1981,1617,1115,529,2537,2299,1555,804,2078,1460,955,452,1257,907,791,356,777,361,80,-109,402,560,216,-0,1939,1368,711,355,
资产减值损失(万元),2,3516,384,-302,-409,1574,155,-41,119,4313,467,287,12,610,158,142,-80,211,29,347,-17,-95,-114,-133,-287,527,284,284,--,232,32,30,5,140,106,104,28,38,25,15,3,-339,-727,-739,-732,-358,-1350,-1350,0,-4585,--,--,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,171,171,171,57,-399,-664,-537,-359,0,--,--,0,0,--,--,--,
投资收益(万元),368,11906,12500,926,112,2884,2236,281,21,2568,602,359,59,758,722,199,110,330,233,165,71,158,103,47,--,377,56,--,--,626,626,--,4,11,11,11,-3,-123,-74,-74,--,-285,54,52,36,0,--,--,0,-140,12,12,--,
对联营企业和合营企业的投资收益(万元),36,263,176,84,24,122,65,135,21,168,149,131,58,299,--,184,95,293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
营业利润(万元),-456,7906,13386,1655,-906,-258,377,-222,-2483,-1081,543,329,-767,2339,2130,2259,-220,2974,1629,707,-267,1857,1571,862,-813,-792,-2088,-2232,-1959,363,966,995,-539,3942,2287,1594,178,3742,2738,1068,-172,5451,5541,4239,1897,-1070,363,771,-46,1609,-1623,-853,-424,
