报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),304390,200899,93946,322552,222370,134111,62452,323013,279223,131226,246466,179817,172191,
营业收入(万元),304390,200899,93946,322552,222370,134111,62452,323013,279223,131226,246466,179817,172191,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),287732,187315,87564,287549,200867,121706,57556,289831,245178,112432,228796,175259,171771,
营业成本(万元),257456,166983,78011,255491,177524,106723,49709,258264,216530,100115,199638,152524,147468,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1344,1156,663,2277,1350,883,488,1961,2088,965,1766,877,504,
销售费用(万元),10428,6608,3322,12356,8205,5492,2376,12429,9682,4643,7814,6023,5990,
管理费用(万元),15506,10338,5241,20207,14614,9511,4553,20205,17340,7984,17407,13731,13293,
财务费用(万元),2353,1321,327,-3790,-954,-513,430,-4707,-1537,-1301,222,1525,1193,
资产减值损失(万元),645,909,--,1009,129,-391,--,1680,1075,26,1950,579,3322,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),334,255,--,949,687,581,--,1471,1055,389,875,-233,--,
对联营企业和合营企业的投资收益(万元),334,255,--,949,687,581,--,1471,1055,389,875,-132,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),16992,13839,6383,35952,22191,12986,4895,34653,35099,19182,18545,4325,420,
营业外收入(万元),3087,1088,221,2800,2363,306,205,8741,1359,440,4246,5759,3618,
营业外支出(万元),297,282,238,447,178,122,217,3332,696,92,1137,154,206,
非流动资产处置损失(万元),272,247,238,411,147,--,39,1070,652,--,--,--,--,
利润总额(万元),19782,14646,6366,38306,24376,13170,4884,40062,35763,19530,21654,9929,3832,
所得税费用(万元),2740,1595,883,5856,3365,1946,658,5294,4738,3052,3368,1788,188,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),17041,13051,5483,32450,21011,11225,4226,34768,31024,16478,18286,8141,3643,
归属于母公司所有者的净利润(万元),16989,12921,5479,31872,20402,10836,4069,34119,30318,16147,17682,7957,4511,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),53,130,4,578,609,389,157,649,707,332,604,183,-867,
基本每股收益,0.77,0.62,0.23,1.77,1.13,0.6,0.23,1.9,1.68,0.9,0.98,--,--,
稀释每股收益,0.77,0.62,0.23,1.77,1.13,0.6,0.23,1.9,1.68,0.9,0.98,--,--,
