报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),585888,381369,189764,687601,480006,294720,135232,528966,380348,234769,101224,171407,74494,46191,19740,90529,65603,42032,18501,65627,42665,21922,9355,35781,25786,16401,7378,35226,25041,15051,6504,26892,19739,12431,5788,23439,17284,21189,18381,
营业收入(万元),585888,381369,189764,687601,480006,294720,135232,528966,380348,234769,101224,171407,74494,46191,19740,90529,65603,42032,18501,65627,42665,21922,9355,35781,25786,16401,7378,35226,25041,15051,6504,26892,19739,12431,5788,23439,17284,21189,18381,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业总成本(万元),570998,371261,186803,720475,466541,286007,131953,514200,364572,226245,97690,164809,72699,45801,19630,89740,65698,41692,18047,63445,41179,21299,8866,33881,24309,15578,7077,32756,23207,13972,6238,23698,16683,10592,4970,19108,13963,17562,15374,
营业成本(万元),539997,350205,176757,623820,438132,267671,122712,467623,337815,208443,89402,141438,58962,37283,16009,75938,56010,35573,15500,53010,34429,17088,7138,27380,19662,12534,5531,27498,19345,11486,4960,18895,13482,8291,3800,14915,10994,14251,13051,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
