报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),39441,26638,9311,46491,23658,15746,6573,34384,25516,16514,6296,33557,23959,16271,4989,30894,24189,16186,4752,29470,22507,27368,23212,
营业收入(万元),39441,26638,9311,46491,23658,15746,6573,34384,25516,16514,6296,33557,23959,16271,4989,30894,24189,16186,4752,29470,22507,27368,23212,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),33916,23011,8212,38790,19819,13960,5931,29934,21854,14319,5716,29170,20278,13845,4512,26167,20024,13839,4285,24494,18359,22879,19190,
营业成本(万元),23007,15942,5662,27181,14392,9687,4142,20289,15118,9631,3851,20467,14492,9731,3024,19125,14947,10028,2950,18112,14030,17483,14528,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2846,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),404,213,80,562,270,209,38,280,113,57,12,187,134,95,14,217,189,111,25,221,190,199,181,
销售费用(万元),2765,1806,846,3506,2162,1355,780,3341,2363,1549,664,2811,1956,1432,601,2382,1796,1363,492,2248,1583,1963,1838,
管理费用(万元),2468,3464,1523,4289,1861,1212,545,2937,2015,1440,699,2788,1815,1360,617,2323,1598,1197,505,2213,1547,1969,1735,
财务费用(万元),256,183,-179,253,383,190,73,412,303,190,86,310,165,62,33,636,479,316,153,629,528,780,740,
资产减值损失(万元),2171,1403,279,2999,751,1307,354,2676,1941,1452,404,2606,1717,1165,223,1484,1015,825,160,1071,480,485,168,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),498,459,--,56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7402,4924,1750,8600,4119,1973,642,4451,3662,2195,580,4387,3680,2426,477,4727,4164,2347,467,4976,4148,4490,4022,
营业外收入(万元),19,8,0,52,24,3,59,546,337,149,66,799,313,133,34,287,248,195,36,408,233,217,212,
营业外支出(万元),10,0,--,40,35,30,30,36,34,25,6,194,54,27,11,39,30,24,5,142,55,31,25,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),7411,4931,1750,8612,4108,1946,670,4961,3965,2319,640,4992,3940,2532,500,4976,4383,2518,498,5242,4326,4676,4209,
所得税费用(万元),698,334,229,1541,609,301,94,695,546,320,91,702,564,341,82,944,1132,663,116,525,620,647,600,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6713,4597,1521,7071,3500,1646,576,4265,3420,1999,549,4291,3376,2191,418,4031,3251,1854,381,4717,3706,4029,3609,
