报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),176111,111826,43195,263602,172553,109877,42291,318341,166688,114062,46228,318059,247032,163523,64763,362527,248102,182524,69252,376624,261476,178282,67411,400303,235347,151209,62113,346097,163174,106149,35376,265204,140544,93781,29083,218202,138939,85243,25898,189564,126872,81255,27373,149258,93002,51842,19336,121527,78600,48071,19809,
营业收入(万元),176111,111826,43195,263602,172553,109877,42291,318341,166688,114062,46228,318059,247032,163523,64763,362527,248102,182524,69252,376624,261476,178282,67411,400303,235347,151209,62113,346097,163174,106149,35376,265204,140544,93781,29083,218202,138939,85243,25898,189564,126872,81255,27373,149258,93002,51842,19336,121527,78600,48071,19809,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,--,0,--,--,--,
营业总成本(万元),181583,113130,43933,263089,174584,112133,43761,320154,169414,115740,49512,318440,247189,161950,64730,355600,245970,181150,69034,374539,258880,177271,68642,399575,233440,149764,62849,340836,162188,105652,36086,261313,139113,93179,29688,214106,135656,82923,25627,185849,125355,80436,27113,146748,91661,51483,18875,116151,77349,47648,19383,
营业成本(万元),133776,83015,31196,197348,130168,85539,31786,251764,125971,87510,37899,257341,205912,133817,52575,290754,202992,153762,56959,305113,214384,149376,55384,336043,195200,127463,51316,281030,128516,83216,26952,213172,110969,74600,21405,172715,107620,65568,18438,147306,101046,63783,20171,118065,73385,39583,14471,92332,61260,37167,15426,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,0,--,0,0,0,--,--,--,
