报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),21528987,16259736,10450543,5061161,20504685,15535540,9828581,4468413,20230822,14048874,9020443,3884983,18578249,11488085,7554553,3246620,19883349,14742721,9293627,4128887,17589019,13193509,8797490,4597940,15855621,10510369,6706815,2877557,11764099,8993583,5931843,2519858,7644086,5720637,3757049,1590791,5171465,3440751,2135259,988604,5397243,4154476,2683082,1188743,4140739,2856123,1730057,790846,2507104,1792159,1050772,457092,
营业收入(万元),21528987,16259736,10450543,5061161,20504685,15535540,9828581,4468413,20230822,14048874,9020443,3884983,18578249,11488085,7554553,3246620,19883349,14742721,9293627,4128887,17589019,13193509,8797490,4597940,15855621,10510369,6706815,2877557,11764099,8993583,5931843,2519858,7644086,5720637,3757049,1590791,5171465,3440751,2135259,988604,5397243,4154476,2683082,1188743,4140739,2856123,1730057,790846,2507104,1792159,1050772,457092,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,--,
营业总成本(万元),21336448,16084116,10379372,5001923,20165483,15241115,9711840,4387322,19952866,13944172,8949427,3856815,18556344,11422776,7498081,3251330,19657119,14555570,9207701,4146017,17172526,12928916,8647729,4498166,15309305,10113652,6438990,2704580,11026931,8329067,5486514,2350718,7042849,5281307,3491684,1495113,4828800,3215865,1975771,982937,4990105,3660899,2337640,1016212,3659736,2479737,1497755,694187,1882191,1215388,662313,325342,
营业成本(万元),20747187,15705811,10099205,4899807,19583705,14885983,9477962,4284644,19531027,13684028,8783276,3794377,18147826,11193577,7330354,3186708,19222469,14292922,9039343,4048067,16842291,12676418,8448840,4421595,15060950,9921888,6282610,2661389,10698100,8075444,5341732,2293130,6816141,5127641,3385525,1440302,4614836,3084738,1892653,948489,4716603,3571704,2283066,989467,3549114,2409808,1458843,676759,1784696,1147944,624435,310175,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,--,
研发费用(万元),20693,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,--,
营业税金及附加(万元),89456,67170,47964,18123,81297,59239,52626,17369,57994,31608,23145,10797,55432,40354,26864,12644,56931,41734,26913,11709,59844,45734,30126,14264,55025,41651,28651,13078,52179,38182,25618,6725,30199,21230,13685,6594,28402,21520,14036,6678,27900,17906,11673,5605,12678,7163,2841,1291,5815,4359,2702,637,
销售费用(万元),56903,47229,32722,12320,53343,43201,29825,15511,56902,46465,26467,13699,51536,36030,22660,9852,54701,38368,24515,7858,54528,36501,21757,7544,45316,30797,17326,7725,43701,29520,19401,8506,34565,23531,15604,5764,29594,19515,12507,5687,26838,13027,8532,3742,14937,10800,6766,2957,10621,6820,4077,1796,
管理费用(万元),155862,124938,73378,33693,167394,120871,78747,37164,166399,111947,83227,36803,202645,111998,79128,39498,184640,105251,71185,31305,170315,108606,73644,30353,129101,102791,79617,28762,184378,98463,76390,19837,121688,71489,46819,31526,108327,64057,38725,19158,106243,45780,29757,10851,60184,34824,18757,9092,56005,45252,24796,10890,
财务费用(万元),81294,61686,44250,9270,46134,26268,15928,-2492,25201,30863,12398,5356,53371,24866,25457,8640,-557,53580,39674,20136,15733,21567,16273,17715,20416,19002,21386,8389,-84,18043,22984,22463,38825,34578,21727,10792,36721,26638,19085,8915,38683,12484,4511,6547,24177,15733,9091,4088,18118,13042,8332,3903,
资产减值损失(万元),48142,13214,27785,28710,233610,105554,56752,35127,115345,39260,20914,-4216,45535,15951,13616,-6012,138936,23715,6070,26942,29814,40090,57090,6695,-1502,-2476,9400,-14762,48657,69415,388,56,1432,2838,8325,134,10919,-602,-1235,-5989,73839,-2,101,--,-1354,1409,1457,0,6936,-2030,-2030,-2059,
公允价值变动收益(万元),66294,40688,34606,11110,-4741,20421,12974,32740,-58259,-49647,-46797,-34776,21999,-98,-8635,-10547,27597,46875,12375,41290,-4389,2873,-10944,-6883,-11090,-25614,17571,-11372,29754,-59286,33430,21429,-19395,8414,2724,1175,-6252,-6124,6078,0,-7896,--,-859,--,3211,0,-1218,5390,-1928,0,3106,-19038,
投资收益(万元),59110,43475,56802,24515,-48983,-70357,17222,-30057,-22826,92662,56444,36527,55203,56686,75715,39008,125641,78702,68815,24873,57403,38681,4763,33742,83245,79396,29022,11985,3775,49128,27510,2212,9005,2333,13810,853,-25522,13078,-11430,14751,-98898,8234,25450,-41,7352,12753,6472,-146,-46922,-139317,-134651,0,
对联营企业和合营企业的投资收益(万元),-10524,--,-194,--,3309,--,3147,--,-5082,1964,811,--,-28228,3583,7674,-1938,2898,1933,-11,-1770,928,-561,403,847,944,63,-921,502,5568,245,3124,-82,-1252,-477,435,-292,--,-945,-1074,0,-2214,-1014,-1006,-41,2286,946,170,-146,7,0,100,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,1,--,--,0,--,0,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,-1,--,--,0,--,0,0,0,0,0,0,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,--,
营业利润(万元),326580,269254,167397,95781,288652,249986,150684,83774,196871,147717,80663,29918,99108,121898,123552,23751,379467,312727,167117,49032,469507,306148,143580,126633,618471,450499,314418,173590,770697,654358,506270,192781,590847,450077,281900,97706,310891,231840,154136,20418,300344,501810,370031,172489,491567,389139,237556,101903,576063,437455,256914,112712,
营业外收入(万元),4335,3208,1586,1702,7116,2465,1419,2356,15107,8582,5606,2617,21263,10366,7488,3331,13420,12590,8467,1431,18881,6912,4638,3106,15867,5364,3971,615,12432,3394,2054,1273,18303,12922,7844,6565,9665,4524,4757,527,3070,825,593,363,2498,1074,600,26,874,659,354,5,
营业外支出(万元),1530,742,402,64,10041,722,393,117,8625,1183,792,240,3929,526,349,144,6506,543,531,31,10375,1145,774,306,6850,1133,772,145,16042,942,681,139,11163,2622,1314,7652,2941,1019,329,116,3610,2519,2120,220,1620,2015,1503,218,3848,6496,2604,2379,
非流动资产处置损失(万元),--,--,--,--,--,73,55,--,7571,25,25,--,3153,16,25,--,4493,61,55,--,7757,7,0,--,4784,128,8,--,13295,36,36,43,9270,624,623,7167,621,5,6,5,--,--,707,--,782,764,798,5,1992,4481,97,2062,
利润总额(万元),329385,271720,168581,97418,285727,251729,151711,86012,203354,155116,85477,32296,116442,131738,130691,26937,386382,324774,175052,50432,478013,311915,147444,129433,627487,454731,317617,174059,767088,656810,507643,193915,597987,460377,288430,96618,317615,235345,158564,20829,299805,500116,368505,172633,492445,388198,236652,101711,573089,431617,254664,110338,
所得税费用(万元),83954,64657,43209,15041,114554,89516,69856,31706,109273,44095,28684,9895,47966,10076,38973,10908,101426,90052,56073,15373,113843,61264,28964,29856,98039,71343,56788,28611,106039,104669,81360,33899,101503,116316,73787,25613,82952,56687,39494,5669,80053,127462,89851,46269,71844,59572,33201,15918,90555,71395,43688,18392,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,--,0,0,0,0,0,0,0,--,
净利润(万元),245431,207063,125372,82378,171173,162214,81855,54306,94080,111022,56793,22401,68475,121662,91719,16029,284956,234722,118980,35059,364171,250651,118479,99577,529448,383388,260829,145448,661048,552141,426284,160017,496484,344061,214643,71005,234663,178658,119069,15161,219752,372654,278654,126364,420600,328626,203451,85793,482534,360222,210976,91946,
归属于母公司所有者的净利润(万元),244748,204498,127763,76596,160411,158066,83021,54125,78754,98829,47338,20137,63722,122911,89636,13490,285065,232451,119634,34738,356501,246998,124041,97056,521587,379179,257618,143418,654945,546784,422858,158726,490714,339943,212421,69750,234925,176285,120190,15177,228510,369876,277926,125721,413273,325142,199357,83613,474412,356134,209035,91386,
被合并方在合并前实现净利润(万元),-5,--,--,--,525,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,9331,0,--,0,12060,0,--,--,
少数股东损益(万元),683,2565,-2391,5782,10762,4147,-1166,181,15327,12192,9455,2264,4754,-1249,2082,2539,-109,2271,-655,321,7670,3654,-5561,2521,7861,4209,3211,2030,6103,5357,3426,1291,5770,4118,2222,1256,-262,2373,-1121,-17,-8759,2778,728,643,7327,3485,4094,2181,8122,4088,1940,560,
基本每股收益,0.71,0.59,0.37,0.22,0.46,0.46,0.24,0.16,0.23,0.29,0.14,0.06,0.18,0.35,0.26,0.04,0.82,0.67,0.35,0.1,1.03,0.71,0.36,0.28,1.51,1.1,0.74,0.41,1.89,1.59,1.22,0.46,1.56,1.12,0.7,0.23,0.78,0.58,0.4,0.05,0.76,1.22,0.92,0.42,1.4,1.1,0.69,0.29,1.62,1.23,0.72,0.32,
稀释每股收益,0.71,--,--,0.22,0.46,--,--,0.16,0.23,--,--,0.06,0.18,--,--,0.04,0.82,--,0.35,0.1,1.03,0.71,0.36,0.28,1.51,1.1,0.74,0.41,1.89,1.59,1.22,0.46,1.48,1.12,0.65,0.21,0.72,0.51,0.38,0.05,0.76,--,0,--,0,0,0.69,0.29,0,0,0.72,0.32,
