报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),20044,15643,12804,8382,13622,8736,6124,1333,17201,14731,10604,5340,20352,14358,9737,3876,26433,18739,14080,5441,33163,23413,15736,7859,36029,22752,14485,5854,29070,18233,12273,4339,23996,15231,11403,4831,21274,13021,3934,17595,15968,
营业收入(万元),20044,15643,12804,8382,13622,8736,6124,1333,17201,14731,10604,5340,20352,14358,9737,3876,26433,18739,14080,5441,33163,23413,15736,7859,36029,22752,14485,5854,29070,18233,12273,4339,23996,15231,11403,4831,21274,13021,3934,17595,15968,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业总成本(万元),20897,14642,10589,4957,26016,12003,8206,3246,20281,15522,10543,5359,19908,13575,8956,3977,24621,17588,12719,5577,32290,22067,14689,7443,31684,20130,12910,5407,25034,15638,10521,4193,18609,11990,8423,3647,15512,10141,2849,13339,11553,
营业成本(万元),10706,8228,6026,2431,9324,5621,3818,1037,12286,10112,7074,3328,12651,8853,5777,2280,15877,11149,8226,3046,20125,14290,9545,5138,22943,14389,9180,3683,17763,10275,6969,2466,11786,7137,5426,2120,9967,6412,1949,7794,7596,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
