报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),8620,59505,39381,24262,8618,59730,30777,19323,7185,45989,26164,14718,5334,36310,21531,12281,530,31080,27493,25084,
营业收入(万元),8620,59505,39381,24262,8618,59730,30777,19323,7185,45989,26164,14718,5334,36310,21531,12281,530,31080,27493,25084,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),8285,49737,31827,19935,7546,48682,25636,15942,6504,34561,20493,11500,4198,26655,16151,9478,1956,22470,19809,17496,
营业成本(万元),4266,32058,20309,12224,4459,32420,15558,9770,4054,21471,12805,6722,2256,17038,10341,5705,183,14712,13441,13053,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),49,702,239,161,28,852,178,141,50,509,227,143,87,794,348,195,21,489,404,345,
销售费用(万元),1149,4434,3008,2192,777,3451,2311,1331,444,3083,2086,1204,500,2141,1656,997,490,1461,966,822,
管理费用(万元),2824,12361,8481,5571,2355,10337,6783,4136,1736,8107,4942,3046,1203,5696,3414,2241,1124,4858,4465,3100,
财务费用(万元),-303,-1188,-711,-336,-118,-977,-419,-213,-78,-263,-362,-109,-62,-61,-48,-9,22,67,29,-227,
资产减值损失(万元),299,1370,501,124,45,2599,1225,777,298,1654,794,494,214,1046,440,349,115,882,504,403,
公允价值变动收益(万元),--,--,563,301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),78,306,-62,118,198,309,514,522,311,801,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,-143,-413,--,-218,-214,-246,--,--,60,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),579,13643,8055,4745,1270,11358,5655,3903,992,12228,5672,3218,1136,9655,5380,2803,-1426,8610,7684,7588,
营业外收入(万元),16,25,2759,2694,63,3600,2770,1488,356,2362,1853,1479,5,2683,1170,1102,66,2076,1974,923,
营业外支出(万元),4,9,11,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5,--,
非流动资产处置损失(万元),--,--,7,2,0,0,0,0,0,1,0,0,0,--,0,--,0,--,--,--,
利润总额(万元),591,13660,10802,7436,1333,14956,8423,5390,1347,14590,7524,4697,1141,12338,6550,3905,-1360,10686,9654,8511,
所得税费用(万元),205,1515,1184,739,199,1570,871,640,311,1767,1000,608,275,1444,966,564,--,1283,871,906,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),386,12145,9619,6698,1134,13387,7552,4750,1036,12823,6524,4089,866,10894,5584,3341,-1360,9403,8783,7606,
归属于母公司所有者的净利润(万元),438,11887,9594,6685,1154,13460,7536,4749,1035,12836,6524,4089,866,10894,5584,3341,-1360,9403,8783,7606,
被合并方在合并前实现净利润(万元),--,-21,--,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-52,258,25,12,-20,-73,16,1,1,-13,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.01,0.26,0.21,0.15,0.05,0.6,0.34,0.21,0.09,1.25,0.66,0.44,0.1,1.3,0.66,0.4,-0.16,1.12,1.05,0.91,
稀释每股收益,0.01,0.26,0.21,0.15,0.05,0.6,0.34,0.21,0.09,1.25,0.66,0.44,0.1,1.3,0.66,0.4,-0.16,1.12,1.05,0.91,
